	PDB	Labels	Predictions
0	4fjk	6.55	4.88
1	2v7u	5.9	4.69
2	2hzl	6.57	4.97
3	2q89	6.3	4.72
4	1ukb	3.19	3.55
5	3c2f	2.0	4.4
6	2gz2	5.22	5.55
7	2v7v	6.66	4.43
8	3bu1	8.15	4.35
9	2qdt	5.19	4.53
10	1toi	4.05	3.88
11	2hzy	7.39	4.88
12	2pwd	4.4	5.51
13	2nsl	4.68	4.62
14	2qrl	4.0	4.1
15	2j4k	4.85	4.98
16	2cjp	3.1	4.74
17	1iup	2.54	3.52
18	2qry	8.64	4.74
19	2ihk	4.16	5.24
20	2nsj	4.79	4.62
21	2e2p	4.74	5.54
22	2pwg	4.82	5.69
23	2b3f	6.03	3.87
24	3brn	8.7	5.43
25	3c2r	3.11	3.92
26	2jgb	5.61	5.5
27	1tog	3.22	3.88
28	2v7t	7.48	4.96
29	2vhw	5.09	5.67
30	2q88	5.8	4.01
31	2vmd	3.02	4.62
32	3c2o	3.35	4.01
33	2ihj	4.59	5.24
34	1e2k	4.94	5.4
35	1u1w	5.85	4.25
36	2bvd	6.0	5.03
37	2aac	2.22	4.68
38	1tok	2.47	3.2
39	1dy4	4.36	5.7
40	1uz4	3.4	5.03
41	1gww	4.28	4.16
42	1x8d	2.21	5.1
43	1ui0	7.06	3.91
44	1lrh	6.82	4.4
45	1nw5	5.21	5.15
46	1v1j	4.82	5.05
47	2qrk	4.26	4.71
48	1h46	3.57	5.05
49	1gx0	4.28	4.16
50	4ubp	5.59	3.59
51	1bcj	3.7	3.75
52	1toj	3.39	3.88
53	1ia1	7.47	5.09
54	1sg0	7.47	5.06
55	1t9b	6.9	7.01
56	1of6	6.05	4.17
57	1t40	7.96	7.27
58	1mmv	7.24	4.8
59	1r55	6.8	5.88
60	1p2y	5.0	5.86
61	1sq5	4.39	3.94
62	1u1c	5.37	5.99
63	1r9o	5.02	6.71
64	1s19	9.51	8.29
65	1of1	4.82	5.35
66	1v4s	6.44	6.61
