	PDB	Labels	Predictions
0	2v7u	5.9	5.76
1	2hzl	6.57	4.53
2	2q89	6.3	4.88
3	1ukb	3.19	3.12
4	3c2f	2.0	5.43
5	2gz2	5.22	5.41
6	2v7v	6.66	4.28
7	3bu1	8.15	3.04
8	2qdt	5.19	5.19
9	1toi	4.05	4.55
10	2hzy	7.39	6.4
11	2pwd	4.4	4.74
12	2nsl	4.68	4.38
13	2qrl	4.0	4.27
14	2j4k	4.85	4.77
15	2cjp	3.1	4.51
16	1iup	2.54	3.19
17	2qry	8.64	8.17
18	2ihk	4.16	4.26
19	2nsj	4.79	4.81
20	2e2p	4.74	5.02
21	2pwg	4.82	5.92
22	2b3f	6.03	4.7
23	3brn	8.7	4.19
24	3c2r	3.11	3.63
25	2jgb	5.61	8.04
26	1tog	3.22	4.56
27	2v7t	7.48	7.22
28	2vhw	5.09	5.17
29	2q88	5.8	5.08
30	2vmd	3.02	4.57
31	3c2o	3.35	3.66
32	2ihj	4.59	3.46
33	1e2k	4.94	8.19
34	1u1w	5.85	4.73
35	2bvd	6.0	5.34
36	2aac	2.22	4.62
37	1tok	2.47	3.15
38	1dy4	4.36	6.27
39	1uz4	3.4	4.22
40	1gww	4.28	5.16
41	1x8d	2.21	4.68
42	1ui0	7.06	4.57
43	1lrh	6.82	3.55
44	1nw5	5.21	6.14
45	1v1j	4.82	5.36
46	2qrk	4.26	5.4
47	1h46	3.57	6.75
48	1gx0	4.28	5.06
49	4ubp	5.59	6.75
50	1bcj	3.7	4.0
51	1toj	3.39	4.51
52	1ia1	7.47	8.31
53	1sg0	7.47	5.3
54	1t9b	6.9	5.71
55	1of6	6.05	4.55
56	1t40	7.96	6.59
57	1mmv	7.24	3.88
58	1r55	6.8	5.45
59	1p2y	5.0	5.63
60	1sq5	4.39	6.03
61	1u1c	5.37	6.46
62	1r9o	5.02	4.69
63	1s19	9.51	8.14
64	1of1	4.82	7.8
65	1v4s	6.44	6.44
