	PDB	Labels	Predictions
0	4fjk	6.55	4.88
1	2v7u	5.9	4.34
2	2hzl	6.57	4.18
3	2q89	6.3	4.03
4	1ukb	3.19	3.8
5	3c2f	2.0	5.17
6	2gz2	5.22	4.83
7	2v7v	6.66	4.01
8	3bu1	8.15	2.58
9	2qdt	5.19	3.89
10	1toi	4.05	3.02
11	2hzy	7.39	2.51
12	2pwd	4.4	4.12
13	2nsl	4.68	3.14
14	2qrl	4.0	4.67
15	2j4k	4.85	4.29
16	2cjp	3.1	3.18
17	1iup	2.54	3.91
18	2qry	8.64	5.53
19	2ihk	4.16	5.66
20	2nsj	4.79	3.14
21	2e2p	4.74	4.17
22	2pwg	4.82	4.24
23	2b3f	6.03	3.28
24	3brn	8.7	3.51
25	3c2r	3.11	4.09
26	2jgb	5.61	5.25
27	1tog	3.22	3.02
28	2v7t	7.48	5.16
29	2vhw	5.09	4.06
30	2q88	5.8	3.17
31	2vmd	3.02	2.85
32	3c2o	3.35	3.62
33	2ihj	4.59	5.66
34	1e2k	4.94	4.53
35	1u1w	5.85	3.37
36	2bvd	6.0	5.05
37	2aac	2.22	2.59
38	1tok	2.47	3.19
39	1dy4	4.36	6.01
40	1uz4	3.4	4.51
41	1gww	4.28	4.11
42	1x8d	2.21	2.77
43	1ui0	7.06	2.53
44	1lrh	6.82	3.4
45	1nw5	5.21	5.24
46	1v1j	4.82	3.31
47	2qrk	4.26	5.08
48	1h46	3.57	5.23
49	1gx0	4.28	4.11
50	4ubp	5.59	3.43
51	1bcj	3.7	3.93
52	1toj	3.39	3.02
53	1ia1	7.47	5.1
54	1sg0	7.47	4.5
55	1t9b	6.9	6.92
56	1of6	6.05	3.76
57	1t40	7.96	5.72
58	1mmv	7.24	5.35
59	1r55	6.8	6.67
60	1p2y	5.0	4.58
61	1sq5	4.39	3.95
62	1u1c	5.37	5.46
63	1r9o	5.02	5.36
64	1s19	9.51	7.14
65	1of1	4.82	4.17
66	1v4s	6.44	6.71
