	PDB	Labels	Predictions
0	4fjk	6.55	4.52
1	2v7u	5.9	4.39
2	2hzl	6.57	2.94
3	2q89	6.3	5.4
4	1ukb	3.19	3.25
5	3c2f	2.0	5.47
6	2gz2	5.22	4.89
7	2v7v	6.66	4.31
8	3bu1	8.15	3.67
9	2qdt	5.19	7.5
10	1toi	4.05	4.26
11	2hzy	7.39	6.11
12	2pwd	4.4	4.36
13	2nsl	4.68	4.14
14	2qrl	4.0	3.85
15	2j4k	4.85	5.36
16	2cjp	3.1	4.3
17	1iup	2.54	4.85
18	2qry	8.64	4.96
19	2ihk	4.16	4.9
20	2nsj	4.79	4.14
21	2e2p	4.74	5.27
22	2pwg	4.82	4.83
23	2b3f	6.03	3.71
24	3brn	8.7	3.81
25	3c2r	3.11	3.02
26	2jgb	5.61	6.44
27	1tog	3.22	4.26
28	2v7t	7.48	4.94
29	2vhw	5.09	4.49
30	2q88	5.8	4.35
31	2vmd	3.02	3.58
32	3c2o	3.35	4.45
33	2ihj	4.59	4.9
34	1e2k	4.94	4.35
35	1u1w	5.85	4.69
36	2bvd	6.0	5.84
37	2aac	2.22	3.87
38	1tok	2.47	3.77
39	1dy4	4.36	5.85
40	1uz4	3.4	5.33
41	1gww	4.28	4.62
42	1x8d	2.21	4.23
43	1ui0	7.06	5.06
44	1lrh	6.82	4.86
45	1nw5	5.21	4.56
46	1v1j	4.82	5.21
47	2qrk	4.26	4.64
48	1h46	3.57	5.97
49	1gx0	4.28	4.62
50	4ubp	5.59	4.8
51	1bcj	3.7	4.37
52	1toj	3.39	4.26
53	1ia1	7.47	5.9
54	1sg0	7.47	4.81
55	1t9b	6.9	5.8
56	1of6	6.05	5.41
57	1t40	7.96	7.31
58	1mmv	7.24	3.26
59	1r55	6.8	6.83
60	1p2y	5.0	6.36
61	1sq5	4.39	5.23
62	1u1c	5.37	5.69
63	1r9o	5.02	5.62
64	1s19	9.51	7.56
65	1of1	4.82	4.93
66	1v4s	6.44	8.34
