	PDB	Labels	Predictions
0	4fjk	6.55	5.97
1	2v7u	5.9	5.87
2	2hzl	6.57	3.97
3	2q89	6.3	5.06
4	1ukb	3.19	3.29
5	3c2f	2.0	5.75
6	2gz2	5.22	5.59
7	2v7v	6.66	5.57
8	3bu1	8.15	4.67
9	2qdt	5.19	5.02
10	1toi	4.05	5.6
11	2hzy	7.39	5.67
12	2pwd	4.4	5.47
13	2nsl	4.68	6.05
14	2qrl	4.0	3.78
15	2j4k	4.85	4.69
16	2cjp	3.1	5.96
17	1iup	2.54	3.71
18	2qry	8.64	6.89
19	2ihk	4.16	5.79
20	2nsj	4.79	6.05
21	2e2p	4.74	5.13
22	2pwg	4.82	5.87
23	2b3f	6.03	5.14
24	3brn	8.7	4.39
25	3c2r	3.11	2.99
26	2jgb	5.61	6.68
27	1tog	3.22	5.6
28	2v7t	7.48	6.99
29	2vhw	5.09	5.94
30	2q88	5.8	5.78
31	2vmd	3.02	5.87
32	3c2o	3.35	3.6
33	2ihj	4.59	5.79
34	1e2k	4.94	6.3
35	1u1w	5.85	3.2
36	2bvd	6.0	6.6
37	2aac	2.22	5.98
38	1tok	2.47	5.51
39	1dy4	4.36	6.77
40	1uz4	3.4	6.76
41	1gww	4.28	4.4
42	1x8d	2.21	5.96
43	1ui0	7.06	4.3
44	1lrh	6.82	4.83
45	1nw5	5.21	6.17
46	1v1j	4.82	5.2
47	2qrk	4.26	4.15
48	1h46	3.57	6.04
49	1gx0	4.28	4.4
50	4ubp	5.59	5.22
51	1bcj	3.7	4.83
52	1toj	3.39	5.6
53	1ia1	7.47	5.01
54	1sg0	7.47	5.54
55	1t9b	6.9	6.53
56	1of6	6.05	4.38
57	1t40	7.96	6.84
58	1mmv	7.24	5.0
59	1r55	6.8	6.53
60	1p2y	5.0	4.64
61	1sq5	4.39	5.3
62	1u1c	5.37	5.22
63	1r9o	5.02	5.26
64	1s19	9.51	8.25
65	1of1	4.82	5.93
66	1v4s	6.44	6.54
