	PDB	Labels	Predictions
0	4fjk	6.55	5.41
1	2v7u	5.9	5.16
2	2hzl	6.57	3.76
3	2q89	6.3	5.39
4	1ukb	3.19	5.25
5	3c2f	2.0	6.35
6	2gz2	5.22	5.49
7	2v7v	6.66	4.75
8	3bu1	8.15	4.24
9	2qdt	5.19	5.23
10	1toi	4.05	3.65
11	2hzy	7.39	5.1
12	2pwd	4.4	6.21
13	2nsl	4.68	7.07
14	2qrl	4.0	4.13
15	2j4k	4.85	5.59
16	2cjp	3.1	4.19
17	1iup	2.54	5.49
18	2qry	8.64	4.95
19	2ihk	4.16	5.08
20	2nsj	4.79	7.07
21	2e2p	4.74	5.32
22	2pwg	4.82	5.46
23	2b3f	6.03	4.94
24	3brn	8.7	5.2
25	3c2r	3.11	5.08
26	2jgb	5.61	5.32
27	1tog	3.22	3.65
28	2v7t	7.48	5.56
29	2vhw	5.09	4.77
30	2q88	5.8	5.08
31	2vmd	3.02	1.61
32	3c2o	3.35	5.04
33	2ihj	4.59	5.08
34	1e2k	4.94	5.0
35	1u1w	5.85	6.98
36	2bvd	6.0	5.82
37	2aac	2.22	4.36
38	1tok	2.47	3.88
39	1dy4	4.36	5.45
40	1uz4	3.4	7.77
41	1gww	4.28	4.6
42	1x8d	2.21	2.65
43	1ui0	7.06	2.11
44	1lrh	6.82	4.27
45	1nw5	5.21	4.83
46	1v1j	4.82	3.6
47	2qrk	4.26	5.06
48	1h46	3.57	5.71
49	1gx0	4.28	4.6
50	4ubp	5.59	1.63
51	1bcj	3.7	4.77
52	1toj	3.39	3.65
53	1ia1	7.47	5.47
54	1sg0	7.47	3.52
55	1t9b	6.9	6.64
56	1of6	6.05	3.92
57	1t40	7.96	7.75
58	1mmv	7.24	4.44
59	1r55	6.8	8.35
60	1p2y	5.0	5.14
61	1sq5	4.39	4.41
62	1u1c	5.37	6.23
63	1r9o	5.02	5.01
64	1s19	9.51	6.84
65	1of1	4.82	5.22
66	1v4s	6.44	6.22
