	PDB	Labels	Predictions
0	4fjk	6.55	5.52
1	2v7u	5.9	5.06
2	2hzl	6.57	4.94
3	2q89	6.3	6.37
4	1ukb	3.19	3.74
5	3c2f	2.0	5.42
6	2gz2	5.22	5.39
7	2v7v	6.66	5.43
8	3bu1	8.15	5.03
9	2qdt	5.19	4.57
10	1toi	4.05	3.59
11	2hzy	7.39	5.5
12	2pwd	4.4	5.3
13	2nsl	4.68	5.11
14	2qrl	4.0	4.08
15	2j4k	4.85	4.82
16	2cjp	3.1	3.54
17	1iup	2.54	3.94
18	2qry	8.64	5.83
19	2ihk	4.16	5.72
20	2nsj	4.79	5.11
21	2e2p	4.74	4.97
22	2pwg	4.82	5.37
23	2b3f	6.03	4.75
24	3brn	8.7	5.75
25	3c2r	3.11	4.32
26	2jgb	5.61	5.53
27	1tog	3.22	3.59
28	2v7t	7.48	5.38
29	2vhw	5.09	5.13
30	2q88	5.8	5.93
31	2vmd	3.02	3.26
32	3c2o	3.35	4.62
33	2ihj	4.59	5.72
34	1e2k	4.94	6.39
35	1u1w	5.85	4.36
36	2bvd	6.0	5.63
37	2aac	2.22	2.84
38	1tok	2.47	3.41
39	1dy4	4.36	4.65
40	1uz4	3.4	4.74
41	1gww	4.28	4.57
42	1x8d	2.21	3.66
43	1ui0	7.06	3.87
44	1lrh	6.82	4.76
45	1nw5	5.21	4.7
46	1v1j	4.82	4.5
47	2qrk	4.26	5.21
48	1h46	3.57	3.96
49	1gx0	4.28	4.57
50	4ubp	5.59	4.22
51	1bcj	3.7	3.52
52	1toj	3.39	3.59
53	1ia1	7.47	5.5
54	1sg0	7.47	3.86
55	1t9b	6.9	5.98
56	1of6	6.05	4.57
57	1t40	7.96	4.92
58	1mmv	7.24	2.85
59	1r55	6.8	6.54
60	1p2y	5.0	4.38
61	1sq5	4.39	4.06
62	1u1c	5.37	4.9
63	1r9o	5.02	5.2
64	1s19	9.51	8.32
65	1of1	4.82	5.57
66	1v4s	6.44	6.86
