	PDB	Labels	Predictions
0	4fjk	6.55	5.8
1	2v7u	5.9	4.73
2	2hzl	6.57	5.13
3	2q89	6.3	4.16
4	1ukb	3.19	3.42
5	3c2f	2.0	6.52
6	2gz2	5.22	5.27
7	2v7v	6.66	4.2
8	3bu1	8.15	3.73
9	2qdt	5.19	5.11
10	1toi	4.05	4.51
11	2hzy	7.39	3.77
12	2pwd	4.4	5.78
13	2nsl	4.68	4.48
14	2qrl	4.0	4.34
15	2j4k	4.85	5.18
16	2cjp	3.1	5.67
17	1iup	2.54	3.8
18	2qry	8.64	5.98
19	2ihk	4.16	6.07
20	2nsj	4.79	4.79
21	2e2p	4.74	4.39
22	2pwg	4.82	4.91
23	2b3f	6.03	5.09
24	3brn	8.7	5.19
25	3c2r	3.11	5.04
26	2jgb	5.61	6.45
27	1tog	3.22	4.49
28	2v7t	7.48	5.47
29	2vhw	5.09	5.03
30	2q88	5.8	4.3
31	2vmd	3.02	3.41
32	3c2o	3.35	4.68
33	2ihj	4.59	6.12
34	1e2k	4.94	5.23
35	1u1w	5.85	4.1
36	2bvd	6.0	5.21
37	2aac	2.22	4.96
38	1tok	2.47	5.08
39	1dy4	4.36	4.63
40	1uz4	3.4	4.41
41	1gww	4.28	4.34
42	1x8d	2.21	4.15
43	1ui0	7.06	4.79
44	1lrh	6.82	3.78
45	1nw5	5.21	4.86
46	1v1j	4.82	4.71
47	2qrk	4.26	4.87
48	1h46	3.57	4.74
49	1gx0	4.28	4.46
50	4ubp	5.59	5.49
51	1bcj	3.7	5.2
52	1toj	3.39	4.38
53	1ia1	7.47	6.56
54	1sg0	7.47	5.63
55	1t9b	6.9	7.2
56	1of6	6.05	4.42
57	1t40	7.96	7.81
58	1mmv	7.24	4.07
59	1r55	6.8	3.9
60	1p2y	5.0	3.86
61	1sq5	4.39	5.58
62	1u1c	5.37	4.37
63	1r9o	5.02	4.86
64	1s19	9.51	7.06
65	1of1	4.82	5.37
66	1v4s	6.44	7.97
