	PDB	Labels	Predictions
0	4fjk	6.55	6.12
1	2v7u	5.9	5.6
2	2hzl	6.57	2.15
3	2q89	6.3	2.85
4	1ukb	3.19	2.27
5	3c2f	2.0	5.02
6	2gz2	5.22	4.62
7	2v7v	6.66	4.39
8	3bu1	8.15	4.54
9	2qdt	5.19	3.67
10	1toi	4.05	4.17
11	2hzy	7.39	7.01
12	2pwd	4.4	5.65
13	2nsl	4.68	4.53
14	2qrl	4.0	4.24
15	2j4k	4.85	6.97
16	2cjp	3.1	3.41
17	1iup	2.54	3.09
18	2qry	8.64	5.02
19	2ihk	4.16	4.43
20	2nsj	4.79	3.58
21	2e2p	4.74	5.07
22	2pwg	4.82	5.72
23	2b3f	6.03	3.56
24	3brn	8.7	4.1
25	3c2r	3.11	4.25
26	2jgb	5.61	5.88
27	1tog	3.22	3.86
28	2v7t	7.48	6.02
29	2vhw	5.09	6.4
30	2q88	5.8	2.9
31	2vmd	3.02	2.98
32	3c2o	3.35	3.63
33	2ihj	4.59	4.27
34	1e2k	4.94	6.11
35	1u1w	5.85	4.04
36	2bvd	6.0	4.42
37	2aac	2.22	4.5
38	1tok	2.47	3.58
39	1dy4	4.36	3.84
40	1uz4	3.4	4.11
41	1gww	4.28	5.51
42	1x8d	2.21	3.7
43	1ui0	7.06	5.15
44	1lrh	6.82	4.9
45	1nw5	5.21	6.01
46	1v1j	4.82	3.72
47	2qrk	4.26	4.63
48	1h46	3.57	4.23
49	1gx0	4.28	5.12
50	4ubp	5.59	3.98
51	1bcj	3.7	3.98
52	1toj	3.39	3.92
53	1ia1	7.47	6.32
54	1sg0	7.47	3.39
55	1t9b	6.9	6.8
56	1of6	6.05	6.51
57	1t40	7.96	6.91
58	1mmv	7.24	4.69
59	1r55	6.8	6.35
60	1p2y	5.0	3.74
61	1sq5	4.39	4.41
62	1u1c	5.37	5.97
63	1r9o	5.02	4.61
64	1s19	9.51	8.13
65	1of1	4.82	6.33
66	1v4s	6.44	6.62
