	PDB	Labels	Predictions
0	4fjk	6.55	5.59
1	2v7u	5.9	5.72
2	2hzl	6.57	4.0
3	2q89	6.3	4.49
4	1ukb	3.19	3.62
5	3c2f	2.0	5.49
6	2gz2	5.22	5.97
7	2v7v	6.66	4.83
8	3bu1	8.15	3.11
9	2qdt	5.19	5.1
10	1toi	4.05	3.58
11	2hzy	7.39	4.71
12	2pwd	4.4	5.39
13	2nsl	4.68	4.55
14	2qrl	4.0	4.38
15	2j4k	4.85	5.64
16	2cjp	3.1	4.43
17	1iup	2.54	3.97
18	2qry	8.64	5.65
19	2ihk	4.16	6.52
20	2nsj	4.79	4.55
21	2e2p	4.74	5.55
22	2pwg	4.82	5.81
23	2b3f	6.03	4.11
24	3brn	8.7	4.63
25	3c2r	3.11	4.3
26	2jgb	5.61	5.06
27	1tog	3.22	3.58
28	2v7t	7.48	5.78
29	2vhw	5.09	5.55
30	2q88	5.8	2.9
31	2vmd	3.02	4.63
32	3c2o	3.35	4.52
33	2ihj	4.59	6.52
34	1e2k	4.94	5.65
35	1u1w	5.85	4.09
36	2bvd	6.0	6.0
37	2aac	2.22	3.75
38	1tok	2.47	3.42
39	1dy4	4.36	5.99
40	1uz4	3.4	4.63
41	1gww	4.28	4.88
42	1x8d	2.21	3.92
43	1ui0	7.06	4.5
44	1lrh	6.82	4.31
45	1nw5	5.21	5.7
46	1v1j	4.82	5.17
47	2qrk	4.26	5.37
48	1h46	3.57	5.73
49	1gx0	4.28	4.88
50	4ubp	5.59	3.72
51	1bcj	3.7	4.32
52	1toj	3.39	3.58
53	1ia1	7.47	5.22
54	1sg0	7.47	4.81
55	1t9b	6.9	7.31
56	1of6	6.05	4.39
57	1t40	7.96	7.37
58	1mmv	7.24	5.68
59	1r55	6.8	6.32
60	1p2y	5.0	4.32
61	1sq5	4.39	3.89
62	1u1c	5.37	6.35
63	1r9o	5.02	5.37
64	1s19	9.51	7.38
65	1of1	4.82	4.8
66	1v4s	6.44	7.55
