	PDB	Labels	Predictions
0	4fjk	6.55	6.06
1	2v7u	5.9	5.26
2	2hzl	6.57	4.38
3	2q89	6.3	4.08
4	1ukb	3.19	3.54
5	3c2f	2.0	5.63
6	2gz2	5.22	5.36
7	2v7v	6.66	4.14
8	3bu1	8.15	3.82
9	2qdt	5.19	4.95
10	1toi	4.05	4.59
11	2hzy	7.39	4.25
12	2pwd	4.4	5.27
13	2nsl	4.68	4.69
14	2qrl	4.0	4.87
15	2j4k	4.85	4.19
16	2cjp	3.1	5.15
17	1iup	2.54	4.13
18	2qry	8.64	6.78
19	2ihk	4.16	4.85
20	2nsj	4.79	4.69
21	2e2p	4.74	3.91
22	2pwg	4.82	4.89
23	2b3f	6.03	4.71
24	3brn	8.7	5.78
25	3c2r	3.11	5.46
26	2jgb	5.61	5.97
27	1tog	3.22	4.33
28	2v7t	7.48	5.06
29	2vhw	5.09	5.26
30	2q88	5.8	4.3
31	2vmd	3.02	4.41
32	3c2o	3.35	5.32
33	2ihj	4.59	4.93
34	1e2k	4.94	6.26
35	1u1w	5.85	4.07
36	2bvd	6.0	5.59
37	2aac	2.22	5.3
38	1tok	2.47	5.26
39	1dy4	4.36	5.27
40	1uz4	3.4	5.33
41	1gww	4.28	4.05
42	1x8d	2.21	4.2
43	1ui0	7.06	4.15
44	1lrh	6.82	4.87
45	1nw5	5.21	5.33
46	1v1j	4.82	3.72
47	2qrk	4.26	4.5
48	1h46	3.57	5.65
49	1gx0	4.28	3.93
50	4ubp	5.59	5.7
51	1bcj	3.7	6.55
52	1toj	3.39	4.38
53	1ia1	7.47	6.73
54	1sg0	7.47	5.76
55	1t9b	6.9	6.71
56	1of6	6.05	4.74
57	1t40	7.96	7.55
58	1mmv	7.24	4.23
59	1r55	6.8	4.42
60	1p2y	5.0	4.76
61	1sq5	4.39	5.81
62	1u1c	5.37	4.74
63	1r9o	5.02	6.06
64	1s19	9.51	6.93
65	1of1	4.82	4.97
66	1v4s	6.44	6.72
