PDB	Labels	Predictions
4fud	6.35	4.01
4fue	7.23	6.47
4fu7	6.20	5.20
4fu8	5.23	4.22
4fu9	6.20	6.10
4fub	6.21	6.01
4fuc	7.40	5.76
4fsm	7.62	5.12
4fsw	4.76	5.47
4ft5	7.56	7.66
4fsn	7.70	6.57
4fsz	6.97	5.81
4ft7	8.87	7.80
4ft0	7.11	6.68
4ft9	7.69	6.78
4fta	7.39	6.66
4ftc	7.63	6.68
4fsq	8.80	6.74
4fsr	7.94	6.50
4fst	8.28	6.69
4fw3	7.23	9.53
4fw4	8.08	9.35
4fw5	7.48	7.02
4fw6	7.70	7.66
4fw7	7.13	7.30
4fux	6.00	6.24
4fuy	6.09	7.08
4fv0	5.59	7.50
4fv1	7.08	7.65
4fv2	7.68	6.97
4fv3	7.74	6.68
4ev4	7.40	6.94
4fv5	7.70	8.14
4fv7	7.57	7.98
4fv8	7.82	7.04
4fv9	6.72	7.57
4fx3	8.07	4.91
4ek4	4.48	3.86
4ek5	6.09	4.82
4fkg	4.67	4.45
4fki	4.23	6.85
4ek6	6.04	6.50
4fjk	6.55	4.43
4ek8	7.11	6.92
3sw4	6.02	5.14
3sw7	6.64	7.12
4fko	6.11	7.05
4fkp	6.54	4.90
4fkq	6.28	5.66
4fkr	6.64	7.49
4fks	6.28	6.77
4fkt	5.97	5.08
4fku	7.01	4.91
4fkv	6.60	6.59
4fkw	7.33	6.66
