	PDB	Labels	Predictions
0	4fjk	6.55	5.29
1	2v7u	5.9	5.52
2	2hzl	6.57	4.56
3	2q89	6.3	4.79
4	1ukb	3.19	6.16
5	3c2f	2.0	4.42
6	2gz2	5.22	4.66
7	2v7v	6.66	5.7
8	3bu1	8.15	4.21
9	2qdt	5.19	4.7
10	1toi	4.05	6.2
11	2hzy	7.39	4.96
12	2pwd	4.4	3.88
13	2nsl	4.68	6.35
14	2qrl	4.0	6.18
15	2j4k	4.85	3.97
16	2cjp	3.1	4.3
17	1iup	2.54	7.11
18	2qry	8.64	8.32
19	2ihk	4.16	5.4
20	2nsj	4.79	6.35
21	2e2p	4.74	5.18
22	2pwg	4.82	3.77
23	2b3f	6.03	5.83
24	3brn	8.7	5.15
25	3c2r	3.11	3.76
26	2jgb	5.61	6.15
27	1tog	3.22	6.2
28	2v7t	7.48	5.83
29	2vhw	5.09	6.86
30	2q88	5.8	2.9
31	2vmd	3.02	5.02
32	3c2o	3.35	3.69
33	2ihj	4.59	5.4
34	1e2k	4.94	5.45
35	1u1w	5.85	3.52
36	2bvd	6.0	5.66
37	2aac	2.22	5.72
38	1tok	2.47	6.25
39	1dy4	4.36	5.97
40	1uz4	3.4	7.78
41	1gww	4.28	4.08
42	1x8d	2.21	4.44
43	1ui0	7.06	2.89
44	1lrh	6.82	4.83
45	1nw5	5.21	5.91
46	1v1j	4.82	4.21
47	2qrk	4.26	6.41
48	1h46	3.57	5.6
49	1gx0	4.28	4.08
50	4ubp	5.59	3.81
51	1bcj	3.7	4.98
52	1toj	3.39	6.2
53	1ia1	7.47	3.65
54	1sg0	7.47	4.41
55	1t9b	6.9	6.55
56	1of6	6.05	3.19
57	1t40	7.96	6.78
58	1mmv	7.24	4.81
59	1r55	6.8	5.43
60	1p2y	5.0	5.68
61	1sq5	4.39	6.62
62	1u1c	5.37	4.97
63	1r9o	5.02	5.6
64	1s19	9.51	6.65
65	1of1	4.82	5.68
66	1v4s	6.44	4.7
