	PDB	Labels	Predictions
0	4fjk	6.55	6.04
1	2v7u	5.9	4.93
2	2hzl	6.57	3.61
3	2q89	6.3	6.55
4	1ukb	3.19	2.88
5	3c2f	2.0	4.65
6	2gz2	5.22	5.22
7	2v7v	6.66	6.01
8	3bu1	8.15	3.2
9	2qdt	5.19	6.95
10	1toi	4.05	3.71
11	2hzy	7.39	4.15
12	2pwd	4.4	4.86
13	2nsl	4.68	5.65
14	2qrl	4.0	4.28
15	2j4k	4.85	4.09
16	2cjp	3.1	4.56
17	1iup	2.54	3.62
18	2qry	8.64	4.46
19	2ihk	4.16	3.61
20	2nsj	4.79	5.65
21	2e2p	4.74	4.66
22	2pwg	4.82	4.94
23	2b3f	6.03	4.2
24	3brn	8.7	3.89
25	3c2r	3.11	3.64
26	2jgb	5.61	4.98
27	1tog	3.22	3.71
28	2v7t	7.48	5.45
29	2vhw	5.09	5.39
30	2q88	5.8	2.7
31	2vmd	3.02	4.07
32	3c2o	3.35	3.8
33	2ihj	4.59	3.61
34	1e2k	4.94	3.94
35	1u1w	5.85	4.36
36	2bvd	6.0	6.91
37	2aac	2.22	4.75
38	1tok	2.47	4.08
39	1dy4	4.36	5.47
40	1uz4	3.4	4.65
41	1gww	4.28	4.73
42	1x8d	2.21	3.64
43	1ui0	7.06	4.17
44	1lrh	6.82	4.47
45	1nw5	5.21	4.77
46	1v1j	4.82	5.07
47	2qrk	4.26	4.65
48	1h46	3.57	7.14
49	1gx0	4.28	4.73
50	4ubp	5.59	4.13
51	1bcj	3.7	4.08
52	1toj	3.39	3.71
53	1ia1	7.47	4.64
54	1sg0	7.47	5.35
55	1t9b	6.9	5.82
56	1of6	6.05	3.82
57	1t40	7.96	7.75
58	1mmv	7.24	4.65
59	1r55	6.8	5.36
60	1p2y	5.0	5.89
61	1sq5	4.39	3.64
62	1u1c	5.37	6.03
63	1r9o	5.02	7.06
64	1s19	9.51	6.33
65	1of1	4.82	3.92
66	1v4s	6.44	6.06
