	PDB	Labels	Predictions
0	4fjk	6.55	5.32
1	2v7u	5.9	5.19
2	2hzl	6.57	6.48
3	2q89	6.3	5.0
4	1ukb	3.19	3.6
5	3c2f	2.0	6.5
6	2gz2	5.22	5.0
7	2v7v	6.66	4.81
8	3bu1	8.15	5.68
9	2qdt	5.19	5.68
10	1toi	4.05	2.6
11	2hzy	7.39	5.25
12	2pwd	4.4	3.95
13	2nsl	4.68	4.72
14	2qrl	4.0	4.85
15	2j4k	4.85	4.36
16	2cjp	3.1	4.08
17	1iup	2.54	3.66
18	2qry	8.64	5.69
19	2ihk	4.16	4.89
20	2nsj	4.79	4.72
21	2e2p	4.74	5.67
22	2pwg	4.82	3.84
23	2b3f	6.03	5.76
24	3brn	8.7	5.26
25	3c2r	3.11	4.84
26	2jgb	5.61	5.53
27	1tog	3.22	2.6
28	2v7t	7.48	5.88
29	2vhw	5.09	5.91
30	2q88	5.8	5.24
31	2vmd	3.02	3.03
32	3c2o	3.35	4.78
33	2ihj	4.59	4.89
34	1e2k	4.94	3.47
35	1u1w	5.85	3.53
36	2bvd	6.0	4.69
37	2aac	2.22	5.11
38	1tok	2.47	2.73
39	1dy4	4.36	5.9
40	1uz4	3.4	4.76
41	1gww	4.28	4.18
42	1x8d	2.21	5.15
43	1ui0	7.06	3.67
44	1lrh	6.82	3.8
45	1nw5	5.21	4.24
46	1v1j	4.82	4.03
47	2qrk	4.26	6.32
48	1h46	3.57	5.52
49	1gx0	4.28	4.18
50	4ubp	5.59	4.02
51	1bcj	3.7	3.02
52	1toj	3.39	2.6
53	1ia1	7.47	5.17
54	1sg0	7.47	5.74
55	1t9b	6.9	5.39
56	1of6	6.05	3.04
57	1t40	7.96	7.42
58	1mmv	7.24	3.82
59	1r55	6.8	6.53
60	1p2y	5.0	2.94
61	1sq5	4.39	3.54
62	1u1c	5.37	5.38
63	1r9o	5.02	5.23
64	1s19	9.51	7.12
65	1of1	4.82	2.71
66	1v4s	6.44	6.46
