	PDB	Labels	Predictions
0	4fjk	6.55	5.85
1	2v7u	5.9	5.88
2	2hzl	6.57	3.96
3	2q89	6.3	5.97
4	1ukb	3.19	3.42
5	3c2f	2.0	5.42
6	2gz2	5.22	7.33
7	2v7v	6.66	6.11
8	3bu1	8.15	5.78
9	2qdt	5.19	6.09
10	1toi	4.05	3.9
11	2hzy	7.39	5.76
12	2pwd	4.4	5.32
13	2nsl	4.68	3.48
14	2qrl	4.0	4.42
15	2j4k	4.85	5.61
16	2cjp	3.1	3.99
17	1iup	2.54	4.61
18	2qry	8.64	4.46
19	2ihk	4.16	4.86
20	2nsj	4.79	3.48
21	2e2p	4.74	5.2
22	2pwg	4.82	5.56
23	2b3f	6.03	4.07
24	3brn	8.7	4.71
25	3c2r	3.11	4.98
26	2jgb	5.61	5.98
27	1tog	3.22	3.9
28	2v7t	7.48	6.31
29	2vhw	5.09	5.0
30	2q88	5.8	3.83
31	2vmd	3.02	5.43
32	3c2o	3.35	5.0
33	2ihj	4.59	4.86
34	1e2k	4.94	4.4
35	1u1w	5.85	3.96
36	2bvd	6.0	4.88
37	2aac	2.22	4.79
38	1tok	2.47	4.07
39	1dy4	4.36	6.24
40	1uz4	3.4	4.89
41	1gww	4.28	4.56
42	1x8d	2.21	4.35
43	1ui0	7.06	4.51
44	1lrh	6.82	4.55
45	1nw5	5.21	6.15
46	1v1j	4.82	6.31
47	2qrk	4.26	5.02
48	1h46	3.57	4.61
49	1gx0	4.28	4.56
50	4ubp	5.59	6.84
51	1bcj	3.7	3.51
52	1toj	3.39	3.9
53	1ia1	7.47	5.33
54	1sg0	7.47	4.72
55	1t9b	6.9	7.18
56	1of6	6.05	4.14
57	1t40	7.96	6.3
58	1mmv	7.24	5.04
59	1r55	6.8	6.05
60	1p2y	5.0	4.92
61	1sq5	4.39	5.52
62	1u1c	5.37	5.53
63	1r9o	5.02	5.07
64	1s19	9.51	6.96
65	1of1	4.82	4.76
66	1v4s	6.44	7.56
