	PDB	Labels	Predictions
0	4fjk	6.55	4.72
1	2v7u	5.9	3.46
2	2hzl	6.57	4.09
3	2q89	6.3	5.83
4	1ukb	3.19	3.72
5	3c2f	2.0	4.13
6	2gz2	5.22	3.69
7	2v7v	6.66	3.99
8	3bu1	8.15	3.43
9	2qdt	5.19	5.46
10	1toi	4.05	4.4
11	2hzy	7.39	4.98
12	2pwd	4.4	4.97
13	2nsl	4.68	5.4
14	2qrl	4.0	5.05
15	2j4k	4.85	4.09
16	2cjp	3.1	4.72
17	1iup	2.54	4.26
18	2qry	8.64	6.34
19	2ihk	4.16	3.19
20	2nsj	4.79	5.4
21	2e2p	4.74	4.48
22	2pwg	4.82	4.81
23	2b3f	6.03	4.19
24	3brn	8.7	4.58
25	3c2r	3.11	4.33
26	2jgb	5.61	5.63
27	1tog	3.22	4.4
28	2v7t	7.48	4.26
29	2vhw	5.09	3.92
30	2q88	5.8	5.26
31	2vmd	3.02	2.91
32	3c2o	3.35	4.7
33	2ihj	4.59	3.19
34	1e2k	4.94	4.94
35	1u1w	5.85	4.3
36	2bvd	6.0	6.06
37	2aac	2.22	3.83
38	1tok	2.47	4.48
39	1dy4	4.36	6.1
40	1uz4	3.4	4.62
41	1gww	4.28	4.44
42	1x8d	2.21	3.39
43	1ui0	7.06	3.72
44	1lrh	6.82	5.74
45	1nw5	5.21	3.93
46	1v1j	4.82	4.54
47	2qrk	4.26	3.93
48	1h46	3.57	6.44
49	1gx0	4.28	4.44
50	4ubp	5.59	4.53
51	1bcj	3.7	4.43
52	1toj	3.39	4.4
53	1ia1	7.47	6.07
54	1sg0	7.47	4.45
55	1t9b	6.9	7.34
56	1of6	6.05	4.71
57	1t40	7.96	7.79
58	1mmv	7.24	4.58
59	1r55	6.8	5.38
60	1p2y	5.0	6.67
61	1sq5	4.39	5.17
62	1u1c	5.37	4.81
63	1r9o	5.02	7.01
64	1s19	9.51	7.94
65	1of1	4.82	4.36
66	1v4s	6.44	7.69
