	PDB	Labels	Predictions
0	4fjk	6.55	4.46
1	2v7u	5.9	5.05
2	2hzl	6.57	3.39
3	2q89	6.3	3.82
4	1ukb	3.19	3.51
5	3c2f	2.0	5.36
6	2gz2	5.22	4.76
7	2v7v	6.66	4.89
8	3bu1	8.15	3.37
9	2qdt	5.19	4.38
10	1toi	4.05	4.61
11	2hzy	7.39	3.87
12	2pwd	4.4	5.02
13	2nsl	4.68	4.31
14	2qrl	4.0	4.32
15	2j4k	4.85	4.82
16	2cjp	3.1	4.66
17	1iup	2.54	4.37
18	2qry	8.64	5.09
19	2ihk	4.16	5.2
20	2nsj	4.79	4.31
21	2e2p	4.74	5.32
22	2pwg	4.82	5.38
23	2b3f	6.03	4.52
24	3brn	8.7	4.69
25	3c2r	3.11	3.79
26	2jgb	5.61	5.97
27	1tog	3.22	4.61
28	2v7t	7.48	5.22
29	2vhw	5.09	4.7
30	2q88	5.8	3.12
31	2vmd	3.02	4.07
32	3c2o	3.35	3.65
33	2ihj	4.59	5.2
34	1e2k	4.94	5.78
35	1u1w	5.85	3.05
36	2bvd	6.0	6.34
37	2aac	2.22	4.2
38	1tok	2.47	4.05
39	1dy4	4.36	6.38
40	1uz4	3.4	5.83
41	1gww	4.28	4.55
42	1x8d	2.21	3.55
43	1ui0	7.06	4.95
44	1lrh	6.82	3.64
45	1nw5	5.21	5.37
46	1v1j	4.82	5.18
47	2qrk	4.26	4.78
48	1h46	3.57	4.58
49	1gx0	4.28	4.55
50	4ubp	5.59	4.06
51	1bcj	3.7	4.56
52	1toj	3.39	4.61
53	1ia1	7.47	6.53
54	1sg0	7.47	4.32
55	1t9b	6.9	7.03
56	1of6	6.05	4.48
57	1t40	7.96	6.63
58	1mmv	7.24	4.19
59	1r55	6.8	6.73
60	1p2y	5.0	5.49
61	1sq5	4.39	4.85
62	1u1c	5.37	5.99
63	1r9o	5.02	5.3
64	1s19	9.51	6.7
65	1of1	4.82	6.0
66	1v4s	6.44	7.43
