	PDB	Labels	Predictions
0	4fjk	6.55	6.31
1	2v7u	5.9	5.32
2	2hzl	6.57	4.06
3	2q89	6.3	4.85
4	1ukb	3.19	3.25
5	3c2f	2.0	5.35
6	2gz2	5.22	4.04
7	2v7v	6.66	4.83
8	3bu1	8.15	4.67
9	2qdt	5.19	5.15
10	1toi	4.05	4.22
11	2hzy	7.39	4.99
12	2pwd	4.4	4.79
13	2nsl	4.68	3.99
14	2qrl	4.0	4.52
15	2j4k	4.85	5.57
16	2cjp	3.1	4.39
17	1iup	2.54	4.56
18	2qry	8.64	6.43
19	2ihk	4.16	6.35
20	2nsj	4.79	3.99
21	2e2p	4.74	4.48
22	2pwg	4.82	4.77
23	2b3f	6.03	5.41
24	3brn	8.7	3.56
25	3c2r	3.11	3.99
26	2jgb	5.61	6.27
27	1tog	3.22	4.22
28	2v7t	7.48	5.55
29	2vhw	5.09	4.4
30	2q88	5.8	3.29
31	2vmd	3.02	3.68
32	3c2o	3.35	3.91
33	2ihj	4.59	6.35
34	1e2k	4.94	4.45
35	1u1w	5.85	3.97
36	2bvd	6.0	6.29
37	2aac	2.22	5.47
38	1tok	2.47	3.54
39	1dy4	4.36	5.41
40	1uz4	3.4	4.28
41	1gww	4.28	4.32
42	1x8d	2.21	3.81
43	1ui0	7.06	3.65
44	1lrh	6.82	3.84
45	1nw5	5.21	5.38
46	1v1j	4.82	3.61
47	2qrk	4.26	4.96
48	1h46	3.57	5.38
49	1gx0	4.28	4.32
50	4ubp	5.59	6.26
51	1bcj	3.7	6.57
52	1toj	3.39	4.22
53	1ia1	7.47	6.22
54	1sg0	7.47	3.7
55	1t9b	6.9	6.7
56	1of6	6.05	4.81
57	1t40	7.96	7.2
58	1mmv	7.24	3.95
59	1r55	6.8	6.7
60	1p2y	5.0	5.5
61	1sq5	4.39	5.41
62	1u1c	5.37	6.0
63	1r9o	5.02	6.75
64	1s19	9.51	7.03
65	1of1	4.82	4.59
66	1v4s	6.44	6.7
