	PDB	Labels	Predictions
0	4fjk	6.55	5.68
1	2v7u	5.9	8.16
2	2hzl	6.57	5.14
3	2q89	6.3	5.19
4	1ukb	3.19	3.32
5	3c2f	2.0	2.21
6	2gz2	5.22	2.7
7	2v7v	6.66	7.71
8	3bu1	8.15	3.42
9	2qdt	5.19	2.26
10	1toi	4.05	4.09
11	2hzy	7.39	7.28
12	2pwd	4.4	5.76
13	2nsl	4.68	3.55
14	2qrl	4.0	2.57
15	2j4k	4.85	4.81
16	2cjp	3.1	5.97
17	1iup	2.54	3.09
18	2qry	8.64	6.05
19	2ihk	4.16	6.81
20	2nsj	4.79	3.15
21	2e2p	4.74	4.58
22	2pwg	4.82	5.98
23	2b3f	6.03	6.32
24	3brn	8.7	4.95
25	3c2r	3.11	6.55
26	2jgb	5.61	5.12
27	1tog	3.22	4.34
28	2v7t	7.48	7.55
29	2vhw	5.09	8.73
30	2q88	5.8	5.64
31	2vmd	3.02	1.97
32	3c2o	3.35	5.81
33	2ihj	4.59	6.02
34	1e2k	4.94	5.45
35	1u1w	5.85	5.13
36	2bvd	6.0	7.3
37	2aac	2.22	5.76
38	1tok	2.47	4.64
39	1dy4	4.36	5.92
40	1uz4	3.4	4.39
41	1gww	4.28	4.81
42	1x8d	2.21	3.11
43	1ui0	7.06	2.65
44	1lrh	6.82	4.11
45	1nw5	5.21	5.82
46	1v1j	4.82	4.38
47	2qrk	4.26	5.09
48	1h46	3.57	6.13
49	1gx0	4.28	4.72
50	4ubp	5.59	3.12
51	1bcj	3.7	2.92
52	1toj	3.39	4.08
53	1ia1	7.47	5.05
54	1sg0	7.47	4.07
55	1t9b	6.9	6.45
56	1of6	6.05	5.05
57	1t40	7.96	8.24
58	1mmv	7.24	3.05
59	1r55	6.8	6.38
60	1p2y	5.0	3.03
61	1sq5	4.39	3.63
62	1u1c	5.37	5.51
63	1r9o	5.02	4.43
64	1s19	9.51	7.94
65	1of1	4.82	5.4
66	1v4s	6.44	5.2
