PDB	Labels	Predictions
4ypw	4FD	5.50	4.68
4ypx	4FG	4.60	3.88
4ypy	4F9	3.80	4.61
4ypz	4FL	3.50	4.44
4yq0	4FM	4.40	5.29
4yq1	4FN	8.30	6.49
4yq2	EFY	8.30	6.45
4yq3	4G1	6.80	5.91
4yq4	4G3	5.70	5.73
4yq5	4G0	5.40	5.20
4yq6	4FX	6.10	4.94
4yq7	4G4	5.20	5.32
4yq8	4FV	5.10	5.03
4yq9	4GO	6.70	5.33
4yqa	4GN	6.30	6.07
4yqb	4GM	5.90	5.74
4yqc	EFW	6.70	5.16
4yqd	4GZ	5.10	6.49
4yqg	4GY	5.70	5.96
4yqi	4GX	4.80	5.31
4yqj	4GT	6.20	6.03
4yqk	4GS	4.70	5.08
4yql	4H4	4.80	6.15
4yqn	4H3	5.80	5.93
4yqo	4H1	6.30	5.61
4yqp	4H6	5.70	5.08
4yqq	4H7	6.10	5.78
4yqr	4HQ	4.00	4.76
4yqs	4H9	5.60	4.10
4yqt	4H8	6.10	5.70
4yjo	4DF	7.90	7.41
4yjp	4DL	8.46	7.87
4yjq	4DK	7.95	7.51
4yjr	4DJ	7.69	7.18
4yjs	4DN	9.39	7.81
4yjt	4DQ	8.79	7.57
4yju	4DO	7.94	6.88
4yjv	4DT	8.55	7.99
4ykr	4EP	7.53	6.88
4ykq	4EO	7.61	7.27
4ykt	4EQ	8.28	7.33
4ykw	4ES	7.02	6.70
4ykx	4ET	5.56	6.14
4ykz	4EV	5.06	5.57
4yky	4EU	4.30	5.94
4yku	4ER	5.12	5.17
