PDB	Labels	Predictions
2are	MAN	3.28	2.99
2oag	DLI	8.47	8.96
2jbj	G88	9.70	9.53
2pwd	NOJ	4.40	5.67
2pwg	CTS	4.82	4.75
2oym	MNI	5.00	5.65
2hzy	DHJ	7.39	5.88
2ihj	CSF	4.59	4.61
2ojg	19A	5.64	7.10
2hzl	PYR	6.57	4.81
2ovv	PFH	7.92	7.48
2nta	521	4.80	5.63
2qu6	857	8.52	8.03
2pog	WST	9.54	8.38
2o4j	VD4	10.10	9.23
3b92	440	8.00	7.72
2p98	YE7	6.19	6.38
2z4b	DC8	9.36	8.95
2jj3	JJ3	9.55	9.33
2h15	B19	5.67	7.54
2pov	I7B	7.12	7.77
2pow	I7C	7.20	8.08
2nmx	M25	5.57	6.16
1vso	AT1	4.72	6.89
2p95	ME5	9.37	8.10
2p16	GG2	10.10	7.64
2flr	7NH	6.10	4.88
2pgz	COC	5.74	5.82
2bys	LOB	9.52	7.61
2gkl	PD2	5.35	4.92
2nsl	C2R	4.68	3.77
2nsj	C2R	4.79	3.77
2c92	TP6	5.68	6.53
2c94	TSF	6.82	6.75
2nnq	T4B	8.70	6.80
2psv	MUV	7.24	7.92
2cem	2AH	7.92	9.33
2cen	4AH	8.30	9.35
2q54	MU1	9.01	9.06
2b3f	GAL	6.03	5.07
2bbf	344	5.10	6.41
2e2r	2OH	8.26	6.82
2gz2	A2P	5.22	4.31
2hr6	DUD	4.92	4.83
2idz	ZID	9.40	5.19
2ihk	CSF	4.16	4.61
2jff	LK2	3.62	3.63
2oiq	STI	4.94	7.05
2otz	1MR	3.63	4.62
2ou0	MR3	3.23	3.38
2pjo	NMU	0.05	3.10
2pzv	IPH	3.87	5.29
2q88	4CS	5.80	3.95
2q89	6CS	6.30	5.29
2qeh	SRO	8.62	6.18
2qvu	FDP	6.44	7.07
2r3d	ACM	-0.15	3.16
2r5p	MK1	8.48	7.79
2rde	C2E	7.01	6.30
2v8q	AMP	4.61	5.93
3b50	SLB	7.55	7.15
3bgq	VX2	7.96	7.41
3bgz	VX3	6.26	5.82
2v8y	MGV	5.71	6.95
2jgb	MGT	5.61	5.56
1gja	135	5.42	5.14
1swk	BTN	12.00	9.81
1toi	HCI	4.05	3.94
1iup	ALQ	2.54	5.06
1tog	HCI	3.22	3.94
1uto	PEA	2.27	2.99
1ukb	BEZ	3.19	4.07
2cjp	VPR	3.10	4.61
1vot	HUP	6.60	6.83
2fx6	270	3.70	3.84
2c1q	BTN	13.00	11.15
2e2p	ADP	4.74	4.55
2epn	NGT	7.22	6.53
2i2c	DTA	4.70	3.80
2j4k	U5P	4.85	4.20
2jdu	MFU	6.72	6.42
2jdy	MMA	4.37	5.85
2jke	NOJ	4.23	5.26
2p3t	993	11.30	7.54
2p4y	C03	9.00	7.37
2p7g	2OH	6.53	6.82
2pqc	RC1	5.74	7.94
2q6m	P34	6.29	5.09
2q8z	NUP	5.68	7.23
2qbq	4B3	7.44	6.31
2qbr	910	6.33	6.07
2qdt	I38	5.19	4.71
2qhy	MZ1	7.48	8.16
2qhz	MZ2	7.28	8.75
2qi1	MZ4	7.30	7.44
2qi3	MZ5	10.20	9.43
2qi4	MZ6	10.44	8.85
2qi5	MZ7	10.85	8.13
2qi6	MZ8	10.57	8.82
2qmg	SC6	9.15	7.73
2qnq	QN3	6.11	5.84
2qrl	OGA	4.00	4.14
2qry	TPS	8.64	6.57
2r6w	LLB	9.36	8.61
2r75	01G	6.15	6.77
2reg	CHT	5.57	4.08
2rkd	3PP	2.72	2.18
2uwl	895	8.40	8.22
2uwp	894	6.81	8.16
2uy4	AZM	4.68	5.44
2v2c	PGA	3.41	4.39
2v77	PAY	5.06	6.03
2v7t	SAH	7.48	5.32
2v7u	SAM	5.90	4.41
2v7v	5FD	6.66	3.25
2vhw	NAI	5.09	4.20
2vkm	BSD	8.74	7.58
2vmd	MBG	3.02	3.30
2vpn	4CS	6.72	5.06
2vuk	P83	3.82	3.98
2vw5	BC6	8.52	6.34
2w26	RIV	9.40	7.82
2zmm	35B	7.60	5.75
2zn7	410	7.89	5.98
3b3c	PLU	3.98	5.64
3b7r	BIR	7.70	7.53
3bex	PAU	5.57	4.27
3bl0	BL0	6.92	7.28
3brn	SRO	8.70	5.47
3bu1	HSM	8.15	4.81
3bxe	13P	5.48	5.60
3c2f	PRP	2.00	5.37
3c2o	NTM	3.35	4.23
3c2r	PHT	3.11	3.91
3c7i	TVN	5.64	7.09
3ccw	4HI	7.87	7.82
3ccz	5HI	7.29	8.18
3cd7	882	7.84	8.09
3czv	AZM	7.80	7.58
3d2r	ADP	5.48	5.80
3d51	GOX	4.15	2.71
3d83	GK6	8.36	6.96
3ddg	GB7	6.00	4.05
3dp4	AMQ	7.37	6.55
3e92	G6A	8.00	7.39
3eko	PYU	6.70	5.80
3ekr	PY9	5.55	7.26
3ene	NPZ	6.24	6.49
3eqr	T74	8.70	8.40
3f8c	HT1	7.68	6.62
3fat	AMQ	7.64	6.40
