PDB	Labels	Predictions
1a8i	GLS	5.52	5.53
1a99	PUT	5.70	6.93
1ax0	A2G	3.13	3.46
1b6l	PI4	8.30	7.46
1b6m	PI6	8.40	8.49
1duv	PSQ	11.80	6.56
1dy4	SNP	4.36	4.22
1e2k	TMC	4.94	5.52
1fcx	184	7.12	7.53
1g2k	NM1	7.96	8.09
1gj8	133	6.96	5.60
1gjd	136	5.22	5.99
1gpk	HUP	5.37	6.83
1gyy	FHC	3.64	5.38
1h22	E10	9.10	7.00
1h23	E12	8.35	7.07
1h46	RNP	3.57	4.40
1hnn	SKF	6.24	7.18
1iy7	CXA	6.19	6.34
1kzk	JE2	10.39	7.57
1lrh	NLA	6.82	5.83
1nc1	MTH	6.12	5.76
1nc3	FMC	5.00	5.72
1nli	ADE	3.59	4.40
1nw5	SAM	5.21	4.47
1ow4	2AN	5.68	4.81
1p1n	KAI	6.80	5.08
1p1o	QUS	5.76	5.92
1ps3	KIF	2.28	4.66
1pxp	CK8	6.66	6.72
1r5y	DQU	6.46	4.62
1s38	MAQ	5.15	4.90
1s39	AQO	7.70	4.50
1sr7	MOF	10.10	8.89
1sw1	PBE	7.30	4.98
1syh	CPW	6.41	5.64
1syi	CPW	5.48	5.64
1toj	HCI	3.39	3.94
1tok	MAE	2.47	3.31
1u1w	3HA	5.85	4.24
1ua4	AMP	4.22	4.57
1ui0	URA	7.06	3.66
1utm	PEA	3.01	2.65
1uwu	GOX	5.98	6.36
1uz1	IFL	6.89	6.22
1uz4	IFL	3.40	5.38
1v1j	FA3	4.82	3.23
1w2g	THM	4.57	4.67
1x8d	RNS	2.21	4.71
1xge	DOR	4.68	5.52
1y1m	AC5	1.82	5.24
1y1z	192	3.08	5.10
1y20	1AC	5.32	4.74
1yc1	4BC	6.17	7.19
1ydk	GTX	5.89	3.17
1z95	198	7.12	8.50
2aac	FCB	2.22	3.00
2afx	1BN	5.15	5.73
2ayr	L4G	9.29	8.73
2azr	982	3.64	4.07
2b07	598	6.43	6.30
2boh	IIA	8.52	9.36
2boj	ARW	5.77	5.81
2brb	PFQ	4.86	5.42
2bvd	ISX	6.00	5.62
2byr	MLK	8.55	8.08
2cji	GSK	8.22	8.07
2fai	459	6.24	6.49
2fdp	FRP	7.59	7.18
2ff1	IMH	8.21	6.63
2fpz	270	3.96	4.56
2fqt	H1D	6.14	5.06
2fqw	NOS	6.68	5.65
2fqx	GMP	7.15	5.28
2fqy	ADN	6.57	4.38
2fvd	LIA	8.52	6.75
2fw6	CIT	2.92	2.69
2fxu	BID	8.15	6.78
2h6b	3C4	5.39	5.95
2hb1	512	3.80	2.93
2hdq	C21	1.40	2.55
2hdr	4A3	1.72	3.72
2i0a	MUI	11.40	10.39
2i0d	MUT	12.10	10.38
2il2	LIX	7.10	7.87
2iwx	M1S	6.68	6.04
2j2u	GSQ	7.05	7.74
2j34	GS6	7.82	8.13
2j4i	GSJ	9.00	8.78
2j78	GOX	6.42	5.04
1bcj	NGA	3.70	2.44
1bky	1MC	3.84	4.03
1d4i	BEG	8.85	8.38
1d4j	MSC	8.36	8.39
1eby	BEB	9.70	8.56
1ebz	BEC	9.40	7.90
1ec0	BED	8.49	8.89
1ec1	BEE	8.92	7.50
1ec2	BEJ	10.00	7.78
1enu	APZ	5.08	5.28
1f74	NAY	3.05	4.75
1gi9	123	5.96	4.16
1gww	UDP	4.28	4.37
1gx0	UDP	4.28	4.37
1o5a	696	6.42	4.76
1o5r	FR9	8.12	7.33
1q4w	DQU	6.46	4.62
1qkt	EST	9.04	9.14
1qxl	FR8	7.96	7.73
1rdi	MFU	2.06	1.90
1rdn	NDG	1.84	2.31
1tr7	DEG	6.82	7.12
2a3c	PNX	4.37	4.80
2fv5	541	10.52	7.19
2h21	SAM	6.54	4.87
2hd6	BOS	7.80	7.44
1xl5	190	7.35	9.38
1y93	HAE	2.10	4.62
4ubp	HAE	5.59	5.11
1lhw	ESM	8.16	8.14
1s9t	QUS	6.60	6.47
1tt1	KAI	7.19	7.74
1uzv	FUC	5.18	6.02
2dm5	ODI	2.99	5.69
1xw6	GSH	5.62	3.14
2qrk	AMP	4.26	4.27
2nn1	M28	5.82	6.02
2pou	I7A	7.42	7.81
3cd0	6HI	7.57	8.01
3cda	8HI	7.58	8.11
