	PDB	Labels	Predictions
0	2v7u	5.9	5.32
1	2hzl	6.57	3.69
2	2q89	6.3	3.88
3	1ukb	3.19	4.25
4	3c2f	2.0	5.15
5	2gz2	5.22	4.95
6	2v7v	6.66	4.11
7	3bu1	8.15	4.89
8	2qdt	5.19	5.28
9	1toi	4.05	3.99
10	2hzy	7.39	5.74
11	2pwd	4.4	4.69
12	2nsl	4.68	4.47
13	2qrl	4.0	3.28
14	2j4k	4.85	4.23
15	2cjp	3.1	4.33
16	1iup	2.54	3.32
17	2qry	8.64	6.68
18	2ihk	4.16	5.69
19	2nsj	4.79	4.52
20	2e2p	4.74	5.25
21	2pwg	4.82	5.22
22	2b3f	6.03	3.9
23	3brn	8.7	4.69
24	3c2r	3.11	3.35
25	2jgb	5.61	5.87
26	1tog	3.22	4.19
27	2v7t	7.48	5.92
28	2vhw	5.09	5.89
29	2q88	5.8	4.18
30	2vmd	3.02	3.38
31	3c2o	3.35	3.26
32	2ihj	4.59	5.67
33	1e2k	4.94	7.34
34	1u1w	5.85	4.36
35	2bvd	6.0	6.08
36	2aac	2.22	3.95
37	1tok	2.47	4.22
38	1dy4	4.36	6.56
39	1uz4	3.4	4.75
40	1gww	4.28	4.86
41	1x8d	2.21	4.15
42	1ui0	7.06	3.58
43	1lrh	6.82	4.36
44	1nw5	5.21	5.41
45	1v1j	4.82	5.24
46	2qrk	4.26	4.47
47	1h46	3.57	5.84
48	1gx0	4.28	4.85
49	4ubp	5.59	6.23
50	1bcj	3.7	3.92
51	1toj	3.39	4.16
52	1ia1	7.47	6.18
53	1sg0	7.47	5.62
54	1t9b	6.9	6.31
55	1of6	6.05	4.57
56	1t40	7.96	6.34
57	1mmv	7.24	4.97
58	1r55	6.8	6.53
59	1p2y	5.0	6.17
60	1sq5	4.39	4.75
61	1u1c	5.37	5.18
62	1r9o	5.02	5.77
63	1s19	9.51	8.14
64	1of1	4.82	7.21
65	1v4s	6.44	7.39
