	PDB	Labels	Predictions
0	4fjk	6.55	6.78
1	2v7u	5.9	6.01
2	2hzl	6.57	4.7
3	2q89	6.3	4.4
4	1ukb	3.19	3.89
5	3c2f	2.0	5.12
6	2gz2	5.22	5.95
7	2v7v	6.66	4.99
8	3bu1	8.15	4.33
9	2qdt	5.19	5.47
10	1toi	4.05	4.84
11	2hzy	7.39	6.02
12	2pwd	4.4	6.15
13	2nsl	4.68	5.3
14	2qrl	4.0	4.09
15	2j4k	4.85	4.25
16	2cjp	3.1	4.02
17	1iup	2.54	3.86
18	2qry	8.64	5.36
19	2ihk	4.16	5.51
20	2nsj	4.79	5.3
21	2e2p	4.74	5.63
22	2pwg	4.82	5.79
23	2b3f	6.03	4.29
24	3brn	8.7	5.73
25	3c2r	3.11	3.43
26	2jgb	5.61	5.31
27	1tog	3.22	4.84
28	2v7t	7.48	5.92
29	2vhw	5.09	5.99
30	2q88	5.8	3.46
31	2vmd	3.02	3.44
32	3c2o	3.35	3.06
33	2ihj	4.59	5.51
34	1e2k	4.94	5.48
35	1u1w	5.85	4.18
36	2bvd	6.0	7.08
37	2aac	2.22	2.98
38	1tok	2.47	4.56
39	1dy4	4.36	5.86
40	1uz4	3.4	4.36
41	1gww	4.28	4.84
42	1x8d	2.21	4.38
43	1ui0	7.06	3.57
44	1lrh	6.82	3.06
45	1nw5	5.21	6.06
46	1v1j	4.82	4.43
47	2qrk	4.26	4.91
48	1h46	3.57	5.16
49	1gx0	4.28	4.84
50	4ubp	5.59	3.41
51	1bcj	3.7	3.65
52	1toj	3.39	4.84
53	1ia1	7.47	6.32
54	1sg0	7.47	5.32
55	1t9b	6.9	7.48
56	1of6	6.05	3.83
57	1t40	7.96	7.26
58	1mmv	7.24	4.94
59	1r55	6.8	7.09
60	1p2y	5.0	5.07
61	1sq5	4.39	4.22
62	1u1c	5.37	6.23
63	1r9o	5.02	6.08
64	1s19	9.51	7.66
65	1of1	4.82	5.31
66	1v4s	6.44	8.84
