	PDB	Labels	Predictions
0	4fjk	6.55	6.85
1	2v7u	5.9	4.85
2	2hzl	6.57	4.6
3	2q89	6.3	4.8
4	1ukb	3.19	3.98
5	3c2f	2.0	5.42
6	2gz2	5.22	5.92
7	2v7v	6.66	5.03
8	3bu1	8.15	3.18
9	2qdt	5.19	5.27
10	1toi	4.05	4.59
11	2hzy	7.39	3.84
12	2pwd	4.4	4.53
13	2nsl	4.68	4.0
14	2qrl	4.0	4.9
15	2j4k	4.85	4.2
16	2cjp	3.1	5.45
17	1iup	2.54	4.62
18	2qry	8.64	6.07
19	2ihk	4.16	5.87
20	2nsj	4.79	4.27
21	2e2p	4.74	5.12
22	2pwg	4.82	4.2
23	2b3f	6.03	5.23
24	3brn	8.7	5.16
25	3c2r	3.11	4.52
26	2jgb	5.61	7.0
27	1tog	3.22	4.46
28	2v7t	7.48	5.9
29	2vhw	5.09	5.43
30	2q88	5.8	4.7
31	2vmd	3.02	3.95
32	3c2o	3.35	4.8
33	2ihj	4.59	6.2
34	1e2k	4.94	5.51
35	1u1w	5.85	4.03
36	2bvd	6.0	5.32
37	2aac	2.22	5.46
38	1tok	2.47	4.27
39	1dy4	4.36	4.64
40	1uz4	3.4	5.03
41	1gww	4.28	4.0
42	1x8d	2.21	4.74
43	1ui0	7.06	4.19
44	1lrh	6.82	4.33
45	1nw5	5.21	5.14
46	1v1j	4.82	4.44
47	2qrk	4.26	5.26
48	1h46	3.57	6.45
49	1gx0	4.28	4.16
50	4ubp	5.59	5.46
51	1bcj	3.7	5.72
52	1toj	3.39	4.74
53	1ia1	7.47	6.18
54	1sg0	7.47	6.24
55	1t9b	6.9	7.07
56	1of6	6.05	3.69
57	1t40	7.96	7.69
58	1mmv	7.24	4.25
59	1r55	6.8	3.75
60	1p2y	5.0	3.31
61	1sq5	4.39	6.24
62	1u1c	5.37	4.99
63	1r9o	5.02	5.45
64	1s19	9.51	7.11
65	1of1	4.82	5.27
66	1v4s	6.44	7.46
