	PDB	Labels	Predictions
0	4fjk	6.55	5.47
1	2v7u	5.9	6.21
2	2hzl	6.57	4.27
3	2q89	6.3	5.12
4	1ukb	3.19	4.57
5	3c2f	2.0	5.61
6	2gz2	5.22	4.82
7	2v7v	6.66	5.89
8	3bu1	8.15	3.34
9	2qdt	5.19	4.87
10	1toi	4.05	5.8
11	2hzy	7.39	4.92
12	2pwd	4.4	6.72
13	2nsl	4.68	5.97
14	2qrl	4.0	6.62
15	2j4k	4.85	4.92
16	2cjp	3.1	6.43
17	1iup	2.54	4.45
18	2qry	8.64	7.71
19	2ihk	4.16	5.64
20	2nsj	4.79	5.97
21	2e2p	4.74	5.6
22	2pwg	4.82	6.15
23	2b3f	6.03	5.36
24	3brn	8.7	3.72
25	3c2r	3.11	4.17
26	2jgb	5.61	5.76
27	1tog	3.22	5.8
28	2v7t	7.48	6.51
29	2vhw	5.09	7.03
30	2q88	5.8	5.08
31	2vmd	3.02	5.82
32	3c2o	3.35	4.16
33	2ihj	4.59	5.64
34	1e2k	4.94	4.32
35	1u1w	5.85	2.85
36	2bvd	6.0	6.38
37	2aac	2.22	6.55
38	1tok	2.47	5.54
39	1dy4	4.36	6.09
40	1uz4	3.4	6.56
41	1gww	4.28	4.63
42	1x8d	2.21	3.33
43	1ui0	7.06	2.55
44	1lrh	6.82	4.5
45	1nw5	5.21	5.27
46	1v1j	4.82	4.16
47	2qrk	4.26	6.69
48	1h46	3.57	5.28
49	1gx0	4.28	4.63
50	4ubp	5.59	3.28
51	1bcj	3.7	5.78
52	1toj	3.39	5.8
53	1ia1	7.47	4.18
54	1sg0	7.47	4.38
55	1t9b	6.9	5.74
56	1of6	6.05	2.92
57	1t40	7.96	6.67
58	1mmv	7.24	4.03
59	1r55	6.8	6.08
60	1p2y	5.0	5.06
61	1sq5	4.39	5.53
62	1u1c	5.37	4.4
63	1r9o	5.02	5.7
64	1s19	9.51	8.59
65	1of1	4.82	4.64
66	1v4s	6.44	5.19
