	PDB	Labels	Predictions
0	4fjk	6.55	4.57
1	2v7u	5.9	5.61
2	2hzl	6.57	6.22
3	2q89	6.3	5.22
4	1ukb	3.19	3.71
5	3c2f	2.0	5.9
6	2gz2	5.22	3.76
7	2v7v	6.66	4.43
8	3bu1	8.15	3.45
9	2qdt	5.19	5.08
10	1toi	4.05	3.94
11	2hzy	7.39	6.05
12	2pwd	4.4	4.36
13	2nsl	4.68	4.76
14	2qrl	4.0	4.01
15	2j4k	4.85	4.39
16	2cjp	3.1	5.61
17	1iup	2.54	3.97
18	2qry	8.64	5.63
19	2ihk	4.16	5.11
20	2nsj	4.79	4.76
21	2e2p	4.74	7.19
22	2pwg	4.82	3.75
23	2b3f	6.03	5.32
24	3brn	8.7	3.61
25	3c2r	3.11	4.12
26	2jgb	5.61	5.12
27	1tog	3.22	3.94
28	2v7t	7.48	4.89
29	2vhw	5.09	4.69
30	2q88	5.8	5.31
31	2vmd	3.02	3.04
32	3c2o	3.35	4.41
33	2ihj	4.59	5.11
34	1e2k	4.94	5.49
35	1u1w	5.85	4.25
36	2bvd	6.0	5.02
37	2aac	2.22	5.19
38	1tok	2.47	4.4
39	1dy4	4.36	6.67
40	1uz4	3.4	5.67
41	1gww	4.28	3.6
42	1x8d	2.21	4.78
43	1ui0	7.06	4.69
44	1lrh	6.82	5.95
45	1nw5	5.21	5.3
46	1v1j	4.82	3.29
47	2qrk	4.26	4.23
48	1h46	3.57	6.44
49	1gx0	4.28	3.6
50	4ubp	5.59	5.23
51	1bcj	3.7	3.39
52	1toj	3.39	3.71
53	1ia1	7.47	7.34
54	1sg0	7.47	4.71
55	1t9b	6.9	4.15
56	1of6	6.05	4.36
57	1t40	7.96	7.06
58	1mmv	7.24	4.52
59	1r55	6.8	6.74
60	1p2y	5.0	4.58
61	1sq5	4.39	5.29
62	1u1c	5.37	4.49
63	1r9o	5.02	6.13
64	1s19	9.51	7.14
65	1of1	4.82	5.08
66	1v4s	6.44	6.06
