	PDB	Labels	Predictions
0	4fjk	6.55	5.19
1	2v7u	5.9	6.31
2	2hzl	6.57	3.85
3	2q89	6.3	5.4
4	1ukb	3.19	4.38
5	3c2f	2.0	0.0
6	2gz2	5.22	0.0
7	2v7v	6.66	5.49
8	3bu1	8.15	5.12
9	2qdt	5.19	4.05
10	1toi	4.05	3.92
11	2hzy	7.39	6.24
12	2pwd	4.4	4.68
13	2nsl	4.68	5.44
14	2qrl	4.0	3.43
15	2j4k	4.85	5.26
16	2cjp	3.1	6.1
17	1iup	2.54	3.23
18	2qry	8.64	6.28
19	2ihk	4.16	5.46
20	2nsj	4.79	6.46
21	2e2p	4.74	0.0
22	2pwg	4.82	3.07
23	2b3f	6.03	5.67
24	3brn	8.7	5.95
25	3c2r	3.11	3.0
26	2jgb	5.61	0.0
27	1tog	3.22	3.22
28	2v7t	7.48	6.24
29	2vhw	5.09	7.57
30	2q88	5.8	6.11
31	2vmd	3.02	3.77
32	3c2o	3.35	3.6
33	2ihj	4.59	5.13
34	1e2k	4.94	4.99
35	1u1w	5.85	6.95
36	2bvd	6.0	6.11
37	2aac	2.22	5.46
38	1tok	2.47	3.75
39	1dy4	4.36	6.92
40	1uz4	3.4	5.02
41	1gww	4.28	5.49
42	1x8d	2.21	5.03
43	1ui0	7.06	5.33
44	1lrh	6.82	5.74
45	1nw5	5.21	5.62
46	1v1j	4.82	4.21
47	2qrk	4.26	5.78
48	1h46	3.57	5.46
49	1gx0	4.28	4.76
50	4ubp	5.59	4.14
51	1bcj	3.7	3.48
52	1toj	3.39	3.39
53	1ia1	7.47	5.94
54	1sg0	7.47	4.59
55	1t9b	6.9	7.32
56	1of6	6.05	4.95
57	1t40	7.96	6.37
58	1mmv	7.24	6.38
59	1r55	6.8	4.41
60	1p2y	5.0	5.36
61	1sq5	4.39	4.41
62	1u1c	5.37	5.15
63	1r9o	5.02	5.38
64	1s19	9.51	6.25
65	1of1	4.82	4.97
66	1v4s	6.44	7.44
