	PDB	Labels	Predictions
0	4fjk	6.55	4.5
1	2v7u	5.9	7.02
2	2hzl	6.57	4.47
3	2q89	6.3	5.5
4	1ukb	3.19	3.97
5	3c2f	2.0	0.0
6	2gz2	5.22	5.53
7	2v7v	6.66	5.84
8	3bu1	8.15	5.07
9	2qdt	5.19	3.93
10	1toi	4.05	4.49
11	2hzy	7.39	6.32
12	2pwd	4.4	4.73
13	2nsl	4.68	6.01
14	2qrl	4.0	3.64
15	2j4k	4.85	6.94
16	2cjp	3.1	5.94
17	1iup	2.54	3.45
18	2qry	8.64	6.18
19	2ihk	4.16	7.04
20	2nsj	4.79	6.51
21	2e2p	4.74	5.87
22	2pwg	4.82	4.25
23	2b3f	6.03	5.65
24	3brn	8.7	6.72
25	3c2r	3.11	3.48
26	2jgb	5.61	5.0
27	1tog	3.22	4.42
28	2v7t	7.48	6.14
29	2vhw	5.09	0.0
30	2q88	5.8	5.32
31	2vmd	3.02	3.67
32	3c2o	3.35	3.52
33	2ihj	4.59	7.76
34	1e2k	4.94	5.06
35	1u1w	5.85	6.31
36	2bvd	6.0	6.52
37	2aac	2.22	6.36
38	1tok	2.47	3.75
39	1dy4	4.36	5.97
40	1uz4	3.4	6.32
41	1gww	4.28	4.97
42	1x8d	2.21	5.63
43	1ui0	7.06	4.34
44	1lrh	6.82	5.12
45	1nw5	5.21	5.44
46	1v1j	4.82	4.99
47	2qrk	4.26	5.56
48	1h46	3.57	6.27
49	1gx0	4.28	5.07
50	4ubp	5.59	3.92
51	1bcj	3.7	3.53
52	1toj	3.39	4.38
53	1ia1	7.47	5.8
54	1sg0	7.47	5.36
55	1t9b	6.9	6.27
56	1of6	6.05	4.73
57	1t40	7.96	5.71
58	1mmv	7.24	5.09
59	1r55	6.8	5.66
60	1p2y	5.0	4.43
61	1sq5	4.39	4.71
62	1u1c	5.37	5.21
63	1r9o	5.02	5.55
64	1s19	9.51	6.67
65	1of1	4.82	5.02
66	1v4s	6.44	6.52
