	PDB	Labels	Predictions
0	4fjk	6.55	5.39
1	2v7u	5.9	4.46
2	2hzl	6.57	3.57
3	2q89	6.3	4.71
4	1ukb	3.19	3.59
5	3c2f	2.0	4.49
6	2gz2	5.22	3.56
7	2v7v	6.66	4.11
8	3bu1	8.15	2.46
9	2qdt	5.19	4.47
10	1toi	4.05	4.53
11	2hzy	7.39	5.54
12	2pwd	4.4	4.55
13	2nsl	4.68	4.33
14	2qrl	4.0	4.09
15	2j4k	4.85	4.18
16	2cjp	3.1	3.18
17	1iup	2.54	3.61
18	2qry	8.64	5.04
19	2ihk	4.16	5.59
20	2nsj	4.79	4.33
21	2e2p	4.74	3.9
22	2pwg	4.82	5.37
23	2b3f	6.03	3.85
24	3brn	8.7	2.59
25	3c2r	3.11	4.19
26	2jgb	5.61	6.09
27	1tog	3.22	4.53
28	2v7t	7.48	5.07
29	2vhw	5.09	5.37
30	2q88	5.8	6.66
31	2vmd	3.02	3.8
32	3c2o	3.35	4.46
33	2ihj	4.59	5.59
34	1e2k	4.94	4.98
35	1u1w	5.85	4.55
36	2bvd	6.0	4.43
37	2aac	2.22	4.14
38	1tok	2.47	4.59
39	1dy4	4.36	6.4
40	1uz4	3.4	4.48
41	1gww	4.28	4.27
42	1x8d	2.21	4.42
43	1ui0	7.06	4.88
44	1lrh	6.82	5.73
45	1nw5	5.21	4.89
46	1v1j	4.82	4.44
47	2qrk	4.26	5.24
48	1h46	3.57	7.45
49	1gx0	4.28	4.27
50	4ubp	5.59	4.39
51	1bcj	3.7	4.74
52	1toj	3.39	4.53
53	1ia1	7.47	6.12
54	1sg0	7.47	5.63
55	1t9b	6.9	6.42
56	1of6	6.05	3.8
57	1t40	7.96	6.44
58	1mmv	7.24	4.44
59	1r55	6.8	7.32
60	1p2y	5.0	5.82
61	1sq5	4.39	6.16
62	1u1c	5.37	4.74
63	1r9o	5.02	6.58
64	1s19	9.51	6.99
65	1of1	4.82	5.31
66	1v4s	6.44	6.15
