	PDB	Labels	Predictions
0	4fjk	6.55	4.99
1	2v7u	5.9	6.39
2	2hzl	6.57	4.23
3	2q89	6.3	6.18
4	1ukb	3.19	4.76
5	3c2f	2.0	5.19
6	2gz2	5.22	4.7
7	2v7v	6.66	5.91
8	3bu1	8.15	4.65
9	2qdt	5.19	4.31
10	1toi	4.05	4.43
11	2hzy	7.39	5.99
12	2pwd	4.4	4.83
13	2nsl	4.68	5.25
14	2qrl	4.0	3.93
15	2j4k	4.85	4.77
16	2cjp	3.1	4.83
17	1iup	2.54	3.43
18	2qry	8.64	6.28
19	2ihk	4.16	5.61
20	2nsj	4.79	5.29
21	2e2p	4.74	4.99
22	2pwg	4.82	5.06
23	2b3f	6.03	5.15
24	3brn	8.7	6.34
25	3c2r	3.11	4.2
26	2jgb	5.61	5.46
27	1tog	3.22	4.28
28	2v7t	7.48	6.04
29	2vhw	5.09	5.09
30	2q88	5.8	5.85
31	2vmd	3.02	3.31
32	3c2o	3.35	4.62
33	2ihj	4.59	5.45
34	1e2k	4.94	5.94
35	1u1w	5.85	5.89
36	2bvd	6.0	5.57
37	2aac	2.22	4.74
38	1tok	2.47	3.62
39	1dy4	4.36	6.61
40	1uz4	3.4	5.43
41	1gww	4.28	4.79
42	1x8d	2.21	4.82
43	1ui0	7.06	4.73
44	1lrh	6.82	5.92
45	1nw5	5.21	5.43
46	1v1j	4.82	3.92
47	2qrk	4.26	4.18
48	1h46	3.57	6.12
49	1gx0	4.28	4.82
50	4ubp	5.59	4.68
51	1bcj	3.7	4.95
52	1toj	3.39	4.49
53	1ia1	7.47	5.9
54	1sg0	7.47	5.3
55	1t9b	6.9	6.14
56	1of6	6.05	5.81
57	1t40	7.96	7.06
58	1mmv	7.24	5.02
59	1r55	6.8	5.51
60	1p2y	5.0	4.32
61	1sq5	4.39	4.68
62	1u1c	5.37	5.89
63	1r9o	5.02	5.49
64	1s19	9.51	8.9
65	1of1	4.82	6.04
66	1v4s	6.44	7.67
