	PDB	Labels	Predictions
0	4fjk	6.55	6.54
1	2v7u	5.9	5.92
2	2hzl	6.57	4.64
3	2q89	6.3	4.85
4	1ukb	3.19	4.11
5	3c2f	2.0	0.0
6	2gz2	5.22	0.0
7	2v7v	6.66	6.1
8	3bu1	8.15	5.09
9	2qdt	5.19	4.58
10	1toi	4.05	4.21
11	2hzy	7.39	6.22
12	2pwd	4.4	4.32
13	2nsl	4.68	5.71
14	2qrl	4.0	4.34
15	2j4k	4.85	5.07
16	2cjp	3.1	6.02
17	1iup	2.54	3.25
18	2qry	8.64	6.72
19	2ihk	4.16	5.61
20	2nsj	4.79	6.05
21	2e2p	4.74	0.0
22	2pwg	4.82	3.79
23	2b3f	6.03	5.54
24	3brn	8.7	6.17
25	3c2r	3.11	4.61
26	2jgb	5.61	0.0
27	1tog	3.22	3.62
28	2v7t	7.48	5.92
29	2vhw	5.09	6.3
30	2q88	5.8	4.74
31	2vmd	3.02	4.97
32	3c2o	3.35	4.11
33	2ihj	4.59	5.72
34	1e2k	4.94	4.79
35	1u1w	5.85	6.36
36	2bvd	6.0	6.76
37	2aac	2.22	6.03
38	1tok	2.47	4.31
39	1dy4	4.36	6.79
40	1uz4	3.4	6.13
41	1gww	4.28	5.42
42	1x8d	2.21	4.04
43	1ui0	7.06	4.46
44	1lrh	6.82	5.21
45	1nw5	5.21	5.47
46	1v1j	4.82	4.86
47	2qrk	4.26	5.11
48	1h46	3.57	6.59
49	1gx0	4.28	5.72
50	4ubp	5.59	3.77
51	1bcj	3.7	3.86
52	1toj	3.39	4.05
53	1ia1	7.47	5.29
54	1sg0	7.47	4.74
55	1t9b	6.9	6.79
56	1of6	6.05	4.32
57	1t40	7.96	7.03
58	1mmv	7.24	6.28
59	1r55	6.8	5.37
60	1p2y	5.0	5.72
61	1sq5	4.39	4.73
62	1u1c	5.37	5.62
63	1r9o	5.02	5.48
64	1s19	9.51	6.67
65	1of1	4.82	5.75
66	1v4s	6.44	6.45
