	PDB	Labels	Predictions
0	2v7u	5.9	5.04
1	2hzl	6.57	2.7
2	2q89	6.3	3.01
3	1ukb	3.19	3.36
4	3c2f	2.0	5.79
5	2gz2	5.22	3.97
6	2v7v	6.66	3.65
7	3bu1	8.15	3.84
8	2qdt	5.19	5.22
9	1toi	4.05	3.87
10	2hzy	7.39	6.96
11	2pwd	4.4	4.07
12	2nsl	4.68	3.75
13	2qrl	4.0	4.64
14	2j4k	4.85	4.06
15	2cjp	3.1	5.03
16	1iup	2.54	2.82
17	2qry	8.64	7.22
18	2ihk	4.16	4.06
19	2nsj	4.79	4.01
20	2e2p	4.74	4.41
21	2pwg	4.82	4.13
22	2b3f	6.03	4.3
23	3brn	8.7	4.86
24	3c2r	3.11	4.28
25	2jgb	5.61	5.85
26	1tog	3.22	4.03
27	2v7t	7.48	5.31
28	2vhw	5.09	5.94
29	2q88	5.8	3.0
30	2vmd	3.02	4.41
31	3c2o	3.35	3.4
32	2ihj	4.59	4.48
33	1e2k	4.94	8.29
34	1u1w	5.85	3.99
35	2bvd	6.0	6.6
36	2aac	2.22	4.15
37	1tok	2.47	2.99
38	1dy4	4.36	6.09
39	1uz4	3.4	5.46
40	1gww	4.28	4.89
41	1x8d	2.21	4.21
42	1ui0	7.06	3.93
43	1lrh	6.82	4.17
44	1nw5	5.21	5.62
45	1v1j	4.82	3.42
46	2qrk	4.26	4.67
47	1h46	3.57	5.6
48	1gx0	4.28	4.7
49	4ubp	5.59	3.31
50	1bcj	3.7	3.01
51	1toj	3.39	3.82
52	1ia1	7.47	4.28
53	1sg0	7.47	5.64
54	1t9b	6.9	6.97
55	1of6	6.05	6.64
56	1t40	7.96	7.59
57	1mmv	7.24	3.78
58	1r55	6.8	6.21
59	1p2y	5.0	5.05
60	1sq5	4.39	3.04
61	1u1c	5.37	5.04
62	1r9o	5.02	4.62
63	1s19	9.51	6.13
64	1of1	4.82	8.16
65	1v4s	6.44	8.19
