PDB	Labels	Predictions
2are	MAN	3.28	3.24
2oag	DLI	8.47	8.37
2jbj	G88	9.70	9.05
2pwd	NOJ	4.40	4.99
2pwg	CTS	4.82	4.92
2oym	MNI	5.00	6.36
2hzy	DHJ	7.39	4.47
2ihj	CSF	4.59	4.67
2ojg	19A	5.64	6.74
2hzl	PYR	6.57	5.19
2ovv	PFH	7.92	7.29
2nta	521	4.80	5.50
2qu6	857	8.52	8.45
2pog	WST	9.54	8.25
2o4j	VD4	10.10	9.53
3b92	440	8.00	7.32
2p98	YE7	6.19	5.74
2z4b	DC8	9.36	8.56
2jj3	JJ3	9.55	9.00
2h15	B19	5.67	7.88
2pov	I7B	7.12	7.60
2pow	I7C	7.20	7.86
2nmx	M25	5.57	6.81
1vso	AT1	4.72	7.03
2p95	ME5	9.37	8.21
2p16	GG2	10.10	9.41
2flr	7NH	6.10	5.90
2pgz	COC	5.74	7.29
2bys	LOB	9.52	9.04
2gkl	PD2	5.35	5.42
2nsl	C2R	4.68	5.49
2nsj	C2R	4.79	5.49
2c92	TP6	5.68	5.96
2c94	TSF	6.82	6.38
2nnq	T4B	8.70	6.24
2psv	MUV	7.24	7.28
2cem	2AH	7.92	8.84
2cen	4AH	8.30	8.65
2q54	MU1	9.01	8.82
2b3f	GAL	6.03	5.37
2bbf	344	5.10	5.70
2e2r	2OH	8.26	6.88
2gz2	A2P	5.22	4.80
2hr6	DUD	4.92	4.34
2idz	ZID	9.40	4.90
2ihk	CSF	4.16	4.67
2jff	LK2	3.62	4.09
2oiq	STI	4.94	7.21
2otz	1MR	3.63	3.78
2ou0	MR3	3.23	2.50
2pjo	NMU	0.05	2.64
2pzv	IPH	3.87	5.54
2q88	4CS	5.80	4.10
2q89	6CS	6.30	6.36
2qeh	SRO	8.62	7.51
2qvu	FDP	6.44	7.01
2r3d	ACM	-0.15	2.51
2r5p	MK1	8.48	8.36
2rde	C2E	7.01	6.31
2v8q	AMP	4.61	5.64
3b50	SLB	7.55	5.93
3bgq	VX2	7.96	8.05
3bgz	VX3	6.26	7.16
2v8y	MGV	5.71	7.55
2jgb	MGT	5.61	6.00
1gja	135	5.42	5.71
1swk	BTN	12.00	13.34
1toi	HCI	4.05	2.61
1iup	ALQ	2.54	4.46
1tog	HCI	3.22	2.61
1uto	PEA	2.27	3.10
1ukb	BEZ	3.19	4.71
2cjp	VPR	3.10	4.17
1vot	HUP	6.60	6.97
2fx6	270	3.70	3.48
2c1q	BTN	13.00	12.49
2e2p	ADP	4.74	3.63
2epn	NGT	7.22	5.43
2i2c	DTA	4.70	3.64
2j4k	U5P	4.85	4.23
2jdu	MFU	6.72	6.93
2jdy	MMA	4.37	5.94
2jke	NOJ	4.23	5.60
2p3t	993	11.30	9.03
2p4y	C03	9.00	7.39
2p7g	2OH	6.53	6.88
2pqc	RC1	5.74	7.26
2q6m	P34	6.29	7.04
2q8z	NUP	5.68	6.15
2qbq	4B3	7.44	6.64
2qbr	910	6.33	6.12
2qdt	I38	5.19	5.43
2qhy	MZ1	7.48	7.79
2qhz	MZ2	7.28	8.32
2qi1	MZ4	7.30	10.00
2qi3	MZ5	10.20	8.62
2qi4	MZ6	10.44	9.18
2qi5	MZ7	10.85	8.12
2qi6	MZ8	10.57	8.50
2qmg	SC6	9.15	7.93
2qnq	QN3	6.11	7.03
2qrl	OGA	4.00	3.45
2qry	TPS	8.64	4.98
2r6w	LLB	9.36	9.35
2r75	01G	6.15	6.39
2reg	CHT	5.57	4.43
2rkd	3PP	2.72	3.84
2uwl	895	8.40	8.38
2uwp	894	6.81	8.46
2uy4	AZM	4.68	4.30
2v2c	PGA	3.41	3.83
2v77	PAY	5.06	5.51
2v7t	SAH	7.48	5.56
2v7u	SAM	5.90	4.64
2v7v	5FD	6.66	4.36
2vhw	NAI	5.09	4.41
2vkm	BSD	8.74	7.66
2vmd	MBG	3.02	3.06
2vpn	4CS	6.72	3.26
2vuk	P83	3.82	4.22
2vw5	BC6	8.52	5.43
2w26	RIV	9.40	8.02
2zmm	35B	7.60	6.85
2zn7	410	7.89	6.32
3b3c	PLU	3.98	5.68
3b7r	BIR	7.70	7.28
3bex	PAU	5.57	3.79
3bl0	BL0	6.92	7.26
3brn	SRO	8.70	6.95
3bu1	HSM	8.15	4.95
3bxe	13P	5.48	5.16
3c2f	PRP	2.00	4.19
3c2o	NTM	3.35	3.85
3c2r	PHT	3.11	4.09
3c7i	TVN	5.64	7.62
3ccw	4HI	7.87	7.95
3ccz	5HI	7.29	7.83
3cd7	882	7.84	7.68
3czv	AZM	7.80	7.48
3d2r	ADP	5.48	5.18
3d51	GOX	4.15	3.09
3d83	GK6	8.36	7.46
3ddg	GB7	6.00	4.04
3dp4	AMQ	7.37	6.32
3e92	G6A	8.00	7.42
3eko	PYU	6.70	5.13
3ekr	PY9	5.55	7.26
3ene	NPZ	6.24	7.28
3eqr	T74	8.70	8.14
3f8c	HT1	7.68	6.40
3fat	AMQ	7.64	6.33
