PDB	Labels	Predictions
4fud	6UP	6.35	5.65
4fue	7UP	7.23	6.52
4fu7	1UP	6.20	6.61
4fu8	2UP	5.23	5.89
4fu9	675	6.20	7.11
4fub	4UP	6.21	6.42
4fuc	239	7.40	7.12
4fsm	HK1	7.62	7.31
4fsw	HK6	4.76	6.06
4ft5	H2K	7.56	8.01
4fsn	A58	7.70	7.77
4fsz	HK8	6.97	7.09
4ft7	H3K	8.87	8.83
4ft0	HK9	7.11	7.37
4ft9	H4K	7.69	8.38
4fta	H5K	7.39	8.80
4ftc	H6K	7.63	8.61
4fsq	HK3	8.80	7.47
4fsr	HKC	7.94	8.00
4fst	HK4	8.28	7.81
4fw3	L52	7.23	8.68
4fw4	3P3	8.08	8.83
4fw5	L58	7.48	6.55
4fw6	L59	7.70	7.42
4fw7	L63	7.13	5.94
4fux	E75	6.00	8.10
4fuy	EK2	6.09	8.40
4fv0	EK3	5.59	7.85
4fv1	EK4	7.08	8.13
4fv2	EK5	7.68	7.62
4fv3	EK6	7.74	8.19
4ev4	MER	7.40	6.87
4fv5	EK9	7.70	8.55
4fv7	E94	7.57	8.17
4fv8	E63	7.82	8.64
4fv9	E71	6.72	7.67
4fx3	60K	8.07	7.31
4ek4	1CK	4.48	5.76
4ek5	03K	6.09	6.90
4fkg	4CK	4.67	6.93
4fki	09K	4.23	7.18
4ek6	10K	6.04	7.09
4fjk	DTP	6.55	5.17
4ek8	16K	7.11	7.32
3sw4	18K	6.02	7.08
3sw7	19K	6.64	7.38
4fko	20K	6.11	7.18
4fkp	LS5	6.54	6.56
4fkq	42K	6.28	7.41
4fkr	45K	6.64	7.64
4fks	46K	6.28	7.04
4fkt	48K	5.97	6.79
4fku	60K	7.01	7.31
4fkv	61K	6.60	7.30
4fkw	62K	7.33	7.20
