	PDB	Labels	Predictions
0	4fjk	6.55	4.64
1	2v7u	5.9	5.34
2	2hzl	6.57	3.93
3	2q89	6.3	4.14
4	1ukb	3.19	4.42
5	3c2f	2.0	4.98
6	2gz2	5.22	5.98
7	2v7v	6.66	4.61
8	3bu1	8.15	3.48
9	2qdt	5.19	4.69
10	1toi	4.05	3.62
11	2hzy	7.39	4.38
12	2pwd	4.4	5.04
13	2nsl	4.68	5.35
14	2qrl	4.0	3.84
15	2j4k	4.85	5.05
16	2cjp	3.1	4.16
17	1iup	2.54	4.64
18	2qry	8.64	6.0
19	2ihk	4.16	5.4
20	2nsj	4.79	5.35
21	2e2p	4.74	5.27
22	2pwg	4.82	4.17
23	2b3f	6.03	3.7
24	3brn	8.7	4.36
25	3c2r	3.11	4.66
26	2jgb	5.61	5.59
27	1tog	3.22	3.62
28	2v7t	7.48	6.03
29	2vhw	5.09	5.14
30	2q88	5.8	3.59
31	2vmd	3.02	4.2
32	3c2o	3.35	3.94
33	2ihj	4.59	5.4
34	1e2k	4.94	5.57
35	1u1w	5.85	3.92
36	2bvd	6.0	6.54
37	2aac	2.22	5.07
38	1tok	2.47	3.99
39	1dy4	4.36	5.42
40	1uz4	3.4	4.19
41	1gww	4.28	4.7
42	1x8d	2.21	4.99
43	1ui0	7.06	4.91
44	1lrh	6.82	4.1
45	1nw5	5.21	4.73
46	1v1j	4.82	3.74
47	2qrk	4.26	4.6
48	1h46	3.57	5.65
49	1gx0	4.28	4.7
50	4ubp	5.59	4.07
51	1bcj	3.7	5.26
52	1toj	3.39	3.62
53	1ia1	7.47	5.47
54	1sg0	7.47	4.22
55	1t9b	6.9	7.4
56	1of6	6.05	3.57
57	1t40	7.96	7.17
58	1mmv	7.24	4.67
59	1r55	6.8	6.41
60	1p2y	5.0	5.46
61	1sq5	4.39	5.19
62	1u1c	5.37	5.81
63	1r9o	5.02	6.16
64	1s19	9.51	8.93
65	1of1	4.82	4.13
66	1v4s	6.44	6.08
