	PDB	Labels	Predictions
0	2v7u	5.9	6.26
1	2hzl	6.57	3.58
2	2q89	6.3	3.91
3	1ukb	3.19	4.26
4	3c2f	2.0	4.37
5	2gz2	5.22	4.2
6	2v7v	6.66	4.2
7	3bu1	8.15	4.97
8	2qdt	5.19	5.45
9	1toi	4.05	4.0
10	2hzy	7.39	8.41
11	2pwd	4.4	5.12
12	2nsl	4.68	3.77
13	2qrl	4.0	4.2
14	2j4k	4.85	4.05
15	2cjp	3.1	3.71
16	1iup	2.54	4.1
17	2qry	8.64	6.86
18	2ihk	4.16	4.41
19	2nsj	4.79	3.8
20	2e2p	4.74	6.03
21	2pwg	4.82	5.14
22	2b3f	6.03	4.55
23	3brn	8.7	5.21
24	3c2r	3.11	3.8
25	2jgb	5.61	5.83
26	1tog	3.22	4.06
27	2v7t	7.48	6.85
28	2vhw	5.09	6.69
29	2q88	5.8	4.0
30	2vmd	3.02	3.83
31	3c2o	3.35	4.08
32	2ihj	4.59	4.31
33	1e2k	4.94	6.8
34	1u1w	5.85	4.22
35	2bvd	6.0	5.61
36	2aac	2.22	4.32
37	1tok	2.47	4.07
38	1dy4	4.36	5.51
39	1uz4	3.4	4.25
40	1gww	4.28	4.71
41	1x8d	2.21	4.31
42	1ui0	7.06	4.94
43	1lrh	6.82	4.8
44	1nw5	5.21	5.96
45	1v1j	4.82	4.03
46	2qrk	4.26	5.67
47	1h46	3.57	5.15
48	1gx0	4.28	4.68
49	4ubp	5.59	5.22
50	1bcj	3.7	4.26
51	1toj	3.39	4.04
52	1ia1	7.47	7.82
53	1sg0	7.47	4.31
54	1t9b	6.9	6.34
55	1of6	6.05	6.14
56	1t40	7.96	6.61
57	1mmv	7.24	4.34
58	1r55	6.8	6.71
59	1p2y	5.0	5.77
60	1sq5	4.39	4.59
61	1u1c	5.37	4.97
62	1r9o	5.02	4.84
63	1s19	9.51	9.54
64	1of1	4.82	8.05
65	1v4s	6.44	6.76
