	PDB	Labels	Predictions
0	4fjk	6.55	4.41
1	2v7u	5.9	5.04
2	2hzl	6.57	3.01
3	2q89	6.3	4.97
4	1ukb	3.19	3.49
5	3c2f	2.0	4.73
6	2gz2	5.22	4.9
7	2v7v	6.66	4.54
8	3bu1	8.15	3.76
9	2qdt	5.19	3.93
10	1toi	4.05	3.8
11	2hzy	7.39	3.63
12	2pwd	4.4	4.94
13	2nsl	4.68	5.28
14	2qrl	4.0	3.47
15	2j4k	4.85	4.35
16	2cjp	3.1	5.12
17	1iup	2.54	3.8
18	2qry	8.64	6.04
19	2ihk	4.16	4.9
20	2nsj	4.79	5.28
21	2e2p	4.74	5.32
22	2pwg	4.82	4.79
23	2b3f	6.03	4.7
24	3brn	8.7	4.12
25	3c2r	3.11	3.8
26	2jgb	5.61	5.36
27	1tog	3.22	3.8
28	2v7t	7.48	5.05
29	2vhw	5.09	5.49
30	2q88	5.8	4.04
31	2vmd	3.02	3.92
32	3c2o	3.35	4.1
33	2ihj	4.59	4.9
34	1e2k	4.94	5.53
35	1u1w	5.85	3.97
36	2bvd	6.0	5.25
37	2aac	2.22	4.87
38	1tok	2.47	3.45
39	1dy4	4.36	4.31
40	1uz4	3.4	4.01
41	1gww	4.28	4.11
42	1x8d	2.21	4.15
43	1ui0	7.06	4.05
44	1lrh	6.82	3.89
45	1nw5	5.21	4.95
46	1v1j	4.82	3.57
47	2qrk	4.26	4.9
48	1h46	3.57	4.9
49	1gx0	4.28	4.11
50	4ubp	5.59	3.48
51	1bcj	3.7	4.52
52	1toj	3.39	3.8
53	1ia1	7.47	5.47
54	1sg0	7.47	4.98
55	1t9b	6.9	5.62
56	1of6	6.05	4.44
57	1t40	7.96	6.96
58	1mmv	7.24	4.18
59	1r55	6.8	6.64
60	1p2y	5.0	4.33
61	1sq5	4.39	4.25
62	1u1c	5.37	4.55
63	1r9o	5.02	5.48
64	1s19	9.51	7.99
65	1of1	4.82	5.55
66	1v4s	6.44	6.73
