	PDB	Labels	Predictions
0	4fjk	6.55	5.94
1	2v7u	5.9	5.75
2	2hzl	6.57	4.42
3	2q89	6.3	5.49
4	1ukb	3.19	4.79
5	3c2f	2.0	5.32
6	2gz2	5.22	5.23
7	2v7v	6.66	6.49
8	3bu1	8.15	4.57
9	2qdt	5.19	4.46
10	1toi	4.05	4.61
11	2hzy	7.39	6.32
12	2pwd	4.4	4.93
13	2nsl	4.68	5.15
14	2qrl	4.0	4.05
15	2j4k	4.85	5.6
16	2cjp	3.1	4.56
17	1iup	2.54	3.39
18	2qry	8.64	6.59
19	2ihk	4.16	6.05
20	2nsj	4.79	5.23
21	2e2p	4.74	5.5
22	2pwg	4.82	5.23
23	2b3f	6.03	4.82
24	3brn	8.7	5.83
25	3c2r	3.11	4.27
26	2jgb	5.61	5.39
27	1tog	3.22	4.8
28	2v7t	7.48	5.81
29	2vhw	5.09	5.2
30	2q88	5.8	5.26
31	2vmd	3.02	3.82
32	3c2o	3.35	4.34
33	2ihj	4.59	5.94
34	1e2k	4.94	6.4
35	1u1w	5.85	5.46
36	2bvd	6.0	5.36
37	2aac	2.22	4.78
38	1tok	2.47	4.22
39	1dy4	4.36	6.48
40	1uz4	3.4	4.92
41	1gww	4.28	5.38
42	1x8d	2.21	4.65
43	1ui0	7.06	4.02
44	1lrh	6.82	5.5
45	1nw5	5.21	6.49
46	1v1j	4.82	4.56
47	2qrk	4.26	4.86
48	1h46	3.57	5.93
49	1gx0	4.28	5.27
50	4ubp	5.59	5.06
51	1bcj	3.7	4.18
52	1toj	3.39	4.61
53	1ia1	7.47	6.56
54	1sg0	7.47	5.94
55	1t9b	6.9	5.91
56	1of6	6.05	6.01
57	1t40	7.96	7.12
58	1mmv	7.24	5.81
59	1r55	6.8	6.31
60	1p2y	5.0	5.37
61	1sq5	4.39	4.88
62	1u1c	5.37	5.88
63	1r9o	5.02	5.81
64	1s19	9.51	7.16
65	1of1	4.82	6.78
66	1v4s	6.44	7.23
