	PDB	Labels	Predictions
0	4fjk	6.55	5.82
1	2v7u	5.9	5.69
2	2hzl	6.57	5.84
3	2q89	6.3	6.32
4	1ukb	3.19	4.38
5	3c2f	2.0	4.39
6	2gz2	5.22	6.37
7	2v7v	6.66	6.1
8	3bu1	8.15	7.42
9	2qdt	5.19	5.06
10	1toi	4.05	4.8
11	2hzy	7.39	3.66
12	2pwd	4.4	5.16
13	2nsl	4.68	7.36
14	2qrl	4.0	5.11
15	2j4k	4.85	4.61
16	2cjp	3.1	4.55
17	1iup	2.54	4.09
18	2qry	8.64	5.66
19	2ihk	4.16	3.22
20	2nsj	4.79	7.36
21	2e2p	4.74	5.35
22	2pwg	4.82	5.2
23	2b3f	6.03	2.97
24	3brn	8.7	5.25
25	3c2r	3.11	3.33
26	2jgb	5.61	6.26
27	1tog	3.22	4.8
28	2v7t	7.48	6.66
29	2vhw	5.09	5.99
30	2q88	5.8	4.67
31	2vmd	3.02	4.97
32	3c2o	3.35	3.39
33	2ihj	4.59	3.22
34	1e2k	4.94	6.83
35	1u1w	5.85	7.37
36	2bvd	6.0	6.68
37	2aac	2.22	7.19
38	1tok	2.47	3.3
39	1dy4	4.36	7.17
40	1uz4	3.4	6.28
41	1gww	4.28	3.63
42	1x8d	2.21	4.52
43	1ui0	7.06	4.05
44	1lrh	6.82	4.43
45	1nw5	5.21	5.59
46	1v1j	4.82	4.89
47	2qrk	4.26	4.84
48	1h46	3.57	6.56
49	1gx0	4.28	3.63
50	4ubp	5.59	6.8
51	1bcj	3.7	6.77
52	1toj	3.39	4.8
53	1ia1	7.47	6.53
54	1sg0	7.47	4.15
55	1t9b	6.9	7.35
56	1of6	6.05	4.34
57	1t40	7.96	7.48
58	1mmv	7.24	4.47
59	1r55	6.8	8.27
60	1p2y	5.0	4.73
61	1sq5	4.39	4.14
62	1u1c	5.37	7.22
63	1r9o	5.02	4.94
64	1s19	9.51	8.5
65	1of1	4.82	7.48
66	1v4s	6.44	6.86
