	PDB	Labels	Predictions
0	4fjk	6.55	4.84
1	2v7u	5.9	5.91
2	2hzl	6.57	4.85
3	2q89	6.3	4.57
4	1ukb	3.19	4.03
5	3c2f	2.0	4.93
6	2gz2	5.22	4.56
7	2v7v	6.66	5.21
8	3bu1	8.15	4.5
9	2qdt	5.19	5.18
10	1toi	4.05	4.26
11	2hzy	7.39	5.11
12	2pwd	4.4	4.86
13	2nsl	4.68	4.81
14	2qrl	4.0	4.41
15	2j4k	4.85	4.02
16	2cjp	3.1	4.88
17	1iup	2.54	3.78
18	2qry	8.64	6.61
19	2ihk	4.16	5.9
20	2nsj	4.79	5.08
21	2e2p	4.74	4.34
22	2pwg	4.82	5.08
23	2b3f	6.03	4.87
24	3brn	8.7	4.67
25	3c2r	3.11	3.84
26	2jgb	5.61	4.86
27	1tog	3.22	4.36
28	2v7t	7.48	5.72
29	2vhw	5.09	6.45
30	2q88	5.8	4.37
31	2vmd	3.02	3.84
32	3c2o	3.35	3.81
33	2ihj	4.59	5.56
34	1e2k	4.94	5.41
35	1u1w	5.85	4.07
36	2bvd	6.0	4.97
37	2aac	2.22	4.5
38	1tok	2.47	4.5
39	1dy4	4.36	5.39
40	1uz4	3.4	4.03
41	1gww	4.28	5.04
42	1x8d	2.21	4.59
43	1ui0	7.06	4.56
44	1lrh	6.82	4.02
45	1nw5	5.21	5.33
46	1v1j	4.82	4.81
47	2qrk	4.26	3.93
48	1h46	3.57	5.56
49	1gx0	4.28	5.15
50	4ubp	5.59	4.04
51	1bcj	3.7	4.27
52	1toj	3.39	3.83
53	1ia1	7.47	5.03
54	1sg0	7.47	5.48
55	1t9b	6.9	6.28
56	1of6	6.05	4.87
57	1t40	7.96	7.08
58	1mmv	7.24	5.01
59	1r55	6.8	6.66
60	1p2y	5.0	4.36
61	1sq5	4.39	4.12
62	1u1c	5.37	4.99
63	1r9o	5.02	5.39
64	1s19	9.51	7.64
65	1of1	4.82	5.37
66	1v4s	6.44	6.4
