	PDB	Labels	Predictions
0	4fjk	6.55	5.53
1	2v7u	5.9	5.28
2	2hzl	6.57	6.5
3	2q89	6.3	6.11
4	1ukb	3.19	3.44
5	3c2f	2.0	6.05
6	2gz2	5.22	3.79
7	2v7v	6.66	4.37
8	3bu1	8.15	3.4
9	2qdt	5.19	5.2
10	1toi	4.05	4.18
11	2hzy	7.39	3.93
12	2pwd	4.4	4.31
13	2nsl	4.68	3.98
14	2qrl	4.0	3.6
15	2j4k	4.85	3.08
16	2cjp	3.1	6.4
17	1iup	2.54	4.04
18	2qry	8.64	6.71
19	2ihk	4.16	6.19
20	2nsj	4.79	3.76
21	2e2p	4.74	5.45
22	2pwg	4.82	3.7
23	2b3f	6.03	5.87
24	3brn	8.7	3.29
25	3c2r	3.11	5.52
26	2jgb	5.61	5.22
27	1tog	3.22	4.18
28	2v7t	7.48	4.84
29	2vhw	5.09	5.58
30	2q88	5.8	5.06
31	2vmd	3.02	3.79
32	3c2o	3.35	5.45
33	2ihj	4.59	6.19
34	1e2k	4.94	5.61
35	1u1w	5.85	3.82
36	2bvd	6.0	5.99
37	2aac	2.22	5.19
38	1tok	2.47	3.97
39	1dy4	4.36	4.39
40	1uz4	3.4	5.3
41	1gww	4.28	4.37
42	1x8d	2.21	4.05
43	1ui0	7.06	3.7
44	1lrh	6.82	3.77
45	1nw5	5.21	4.24
46	1v1j	4.82	5.74
47	2qrk	4.26	3.89
48	1h46	3.57	4.14
49	1gx0	4.28	4.37
50	4ubp	5.59	5.5
51	1bcj	3.7	3.29
52	1toj	3.39	3.96
53	1ia1	7.47	6.21
54	1sg0	7.47	4.68
55	1t9b	6.9	4.16
56	1of6	6.05	3.48
57	1t40	7.96	5.91
58	1mmv	7.24	4.15
59	1r55	6.8	7.79
60	1p2y	5.0	5.81
61	1sq5	4.39	5.57
62	1u1c	5.37	7.38
63	1r9o	5.02	6.47
64	1s19	9.51	7.27
65	1of1	4.82	5.01
66	1v4s	6.44	5.21
