	PDB	Labels	Predictions
0	4fjk	6.55	5.71
1	2v7u	5.9	7.57
2	2hzl	6.57	5.57
3	2q89	6.3	5.62
4	1ukb	3.19	5.58
5	3c2f	2.0	5.33
6	2gz2	5.22	5.22
7	2v7v	6.66	6.34
8	3bu1	8.15	5.69
9	2qdt	5.19	5.49
10	1toi	4.05	5.54
11	2hzy	7.39	5.62
12	2pwd	4.4	5.7
13	2nsl	4.68	5.61
14	2qrl	4.0	5.31
15	2j4k	4.85	5.5
16	2cjp	3.1	5.7
17	1iup	2.54	4.95
18	2qry	8.64	6.45
19	2ihk	4.16	6.13
20	2nsj	4.79	5.68
21	2e2p	4.74	5.85
22	2pwg	4.82	5.78
23	2b3f	6.03	5.72
24	3brn	8.7	5.8
25	3c2r	3.11	5.52
26	2jgb	5.61	5.55
27	1tog	3.22	5.64
28	2v7t	7.48	7.13
29	2vhw	5.09	6.38
30	2q88	5.8	5.74
31	2vmd	3.02	5.11
32	3c2o	3.35	5.66
33	2ihj	4.59	6.16
34	1e2k	4.94	6.5
35	1u1w	5.85	5.74
36	2bvd	6.0	6.38
37	2aac	2.22	5.75
38	1tok	2.47	5.46
39	1dy4	4.36	6.0
40	1uz4	3.4	5.83
41	1gww	4.28	5.58
42	1x8d	2.21	5.69
43	1ui0	7.06	5.61
44	1lrh	6.82	5.93
45	1nw5	5.21	6.44
46	1v1j	4.82	5.54
47	2qrk	4.26	5.4
48	1h46	3.57	5.85
49	1gx0	4.28	5.6
50	4ubp	5.59	5.47
51	1bcj	3.7	5.13
52	1toj	3.39	5.54
53	1ia1	7.47	6.35
54	1sg0	7.47	5.86
55	1t9b	6.9	6.4
56	1of6	6.05	5.71
57	1t40	7.96	6.96
58	1mmv	7.24	5.64
59	1r55	6.8	6.43
60	1p2y	5.0	5.7
61	1sq5	4.39	5.55
62	1u1c	5.37	6.38
63	1r9o	5.02	5.79
64	1s19	9.51	7.69
65	1of1	4.82	6.31
66	1v4s	6.44	7.08
