	PDB	Labels	Predictions
0	4fjk	6.55	5.64
1	2v7u	5.9	6.6
2	2hzl	6.57	3.92
3	2q89	6.3	4.38
4	1ukb	3.19	5.17
5	3c2f	2.0	5.57
6	2gz2	5.22	5.96
7	2v7v	6.66	6.49
8	3bu1	8.15	3.21
9	2qdt	5.19	5.18
10	1toi	4.05	3.69
11	2hzy	7.39	6.08
12	2pwd	4.4	3.9
13	2nsl	4.68	3.77
14	2qrl	4.0	5.32
15	2j4k	4.85	5.26
16	2cjp	3.1	4.52
17	1iup	2.54	4.68
18	2qry	8.64	5.85
19	2ihk	4.16	5.16
20	2nsj	4.79	4.01
21	2e2p	4.74	5.11
22	2pwg	4.82	4.68
23	2b3f	6.03	4.2
24	3brn	8.7	4.36
25	3c2r	3.11	4.05
26	2jgb	5.61	5.44
27	1tog	3.22	3.88
28	2v7t	7.48	6.81
29	2vhw	5.09	6.08
30	2q88	5.8	3.61
31	2vmd	3.02	4.19
32	3c2o	3.35	4.19
33	2ihj	4.59	5.36
34	1e2k	4.94	6.44
35	1u1w	5.85	4.32
36	2bvd	6.0	4.57
37	2aac	2.22	5.39
38	1tok	2.47	5.18
39	1dy4	4.36	6.36
40	1uz4	3.4	4.74
41	1gww	4.28	5.63
42	1x8d	2.21	4.83
43	1ui0	7.06	5.43
44	1lrh	6.82	5.78
45	1nw5	5.21	6.86
46	1v1j	4.82	5.78
47	2qrk	4.26	5.53
48	1h46	3.57	6.98
49	1gx0	4.28	5.59
50	4ubp	5.59	3.02
51	1bcj	3.7	3.28
52	1toj	3.39	3.7
53	1ia1	7.47	5.39
54	1sg0	7.47	5.32
55	1t9b	6.9	7.32
56	1of6	6.05	5.15
57	1t40	7.96	7.23
58	1mmv	7.24	5.86
59	1r55	6.8	6.16
60	1p2y	5.0	5.46
61	1sq5	4.39	5.5
62	1u1c	5.37	5.66
63	1r9o	5.02	5.39
64	1s19	9.51	8.84
65	1of1	4.82	6.75
66	1v4s	6.44	5.6
