	PDB	Labels	Predictions
0	4fjk	6.55	5.52
1	2v7u	5.9	5.74
2	2hzl	6.57	4.45
3	2q89	6.3	5.07
4	1ukb	3.19	4.35
5	3c2f	2.0	4.81
6	2gz2	5.22	5.12
7	2v7v	6.66	4.35
8	3bu1	8.15	4.07
9	2qdt	5.19	4.53
10	1toi	4.05	4.83
11	2hzy	7.39	5.51
12	2pwd	4.4	5.11
13	2nsl	4.68	5.05
14	2qrl	4.0	4.37
15	2j4k	4.85	4.11
16	2cjp	3.1	4.96
17	1iup	2.54	3.96
18	2qry	8.64	6.44
19	2ihk	4.16	4.68
20	2nsj	4.79	4.89
21	2e2p	4.74	4.44
22	2pwg	4.82	4.76
23	2b3f	6.03	4.49
24	3brn	8.7	5.07
25	3c2r	3.11	4.58
26	2jgb	5.61	6.03
27	1tog	3.22	4.83
28	2v7t	7.48	5.72
29	2vhw	5.09	5.16
30	2q88	5.8	4.64
31	2vmd	3.02	4.0
32	3c2o	3.35	4.6
33	2ihj	4.59	4.41
34	1e2k	4.94	5.21
35	1u1w	5.85	5.07
36	2bvd	6.0	5.54
37	2aac	2.22	4.5
38	1tok	2.47	4.44
39	1dy4	4.36	6.25
40	1uz4	3.4	5.56
41	1gww	4.28	4.85
42	1x8d	2.21	4.12
43	1ui0	7.06	4.36
44	1lrh	6.82	5.03
45	1nw5	5.21	5.11
46	1v1j	4.82	4.22
47	2qrk	4.26	4.77
48	1h46	3.57	6.22
49	1gx0	4.28	4.8
50	4ubp	5.59	4.47
51	1bcj	3.7	5.39
52	1toj	3.39	4.88
53	1ia1	7.47	6.22
54	1sg0	7.47	5.33
55	1t9b	6.9	5.71
56	1of6	6.05	5.27
57	1t40	7.96	6.41
58	1mmv	7.24	5.28
59	1r55	6.8	5.87
60	1p2y	5.0	5.07
61	1sq5	4.39	4.84
62	1u1c	5.37	6.04
63	1r9o	5.02	5.82
64	1s19	9.51	7.33
65	1of1	4.82	5.7
66	1v4s	6.44	5.22
