	PDB	Labels	Predictions
0	4fjk	6.55	5.3
1	2v7u	5.9	4.63
2	2hzl	6.57	4.39
3	2q89	6.3	2.84
4	1ukb	3.19	3.13
5	3c2f	2.0	5.73
6	2gz2	5.22	6.97
7	2v7v	6.66	5.7
8	3bu1	8.15	4.89
9	2qdt	5.19	4.43
10	1toi	4.05	4.76
11	2hzy	7.39	5.05
12	2pwd	4.4	4.01
13	2nsl	4.68	3.64
14	2qrl	4.0	5.24
15	2j4k	4.85	5.74
16	2cjp	3.1	3.81
17	1iup	2.54	3.28
18	2qry	8.64	7.79
19	2ihk	4.16	5.21
20	2nsj	4.79	3.62
21	2e2p	4.74	6.46
22	2pwg	4.82	5.93
23	2b3f	6.03	2.99
24	3brn	8.7	3.78
25	3c2r	3.11	2.67
26	2jgb	5.61	4.71
27	1tog	3.22	4.78
28	2v7t	7.48	5.75
29	2vhw	5.09	4.36
30	2q88	5.8	2.76
31	2vmd	3.02	4.18
32	3c2o	3.35	4.5
33	2ihj	4.59	5.26
34	1e2k	4.94	4.32
35	1u1w	5.85	4.42
36	2bvd	6.0	4.15
37	2aac	2.22	5.16
38	1tok	2.47	4.82
39	1dy4	4.36	5.8
40	1uz4	3.4	5.11
41	1gww	4.28	4.47
42	1x8d	2.21	4.3
43	1ui0	7.06	4.26
44	1lrh	6.82	2.46
45	1nw5	5.21	4.35
46	1v1j	4.82	3.68
47	2qrk	4.26	5.8
48	1h46	3.57	6.96
49	1gx0	4.28	4.43
50	4ubp	5.59	2.17
51	1bcj	3.7	3.41
52	1toj	3.39	4.81
53	1ia1	7.47	7.1
54	1sg0	7.47	4.7
55	1t9b	6.9	7.32
56	1of6	6.05	5.0
57	1t40	7.96	6.78
58	1mmv	7.24	4.33
59	1r55	6.8	6.61
60	1p2y	5.0	6.52
61	1sq5	4.39	4.87
62	1u1c	5.37	5.28
63	1r9o	5.02	5.92
64	1s19	9.51	6.58
65	1of1	4.82	4.42
66	1v4s	6.44	6.54
