	PDB	Labels	Predictions
0	4fjk	6.55	5.02
1	2v7u	5.9	5.1
2	2hzl	6.57	3.4
3	2q89	6.3	5.26
4	1ukb	3.19	2.8
5	3c2f	2.0	3.77
6	2gz2	5.22	5.3
7	2v7v	6.66	5.39
8	3bu1	8.15	3.24
9	2qdt	5.19	5.7
10	1toi	4.05	4.51
11	2hzy	7.39	2.77
12	2pwd	4.4	4.82
13	2nsl	4.68	5.33
14	2qrl	4.0	4.2
15	2j4k	4.85	4.14
16	2cjp	3.1	4.95
17	1iup	2.54	3.02
18	2qry	8.64	6.11
19	2ihk	4.16	5.5
20	2nsj	4.79	5.33
21	2e2p	4.74	4.31
22	2pwg	4.82	4.9
23	2b3f	6.03	4.37
24	3brn	8.7	4.64
25	3c2r	3.11	2.87
26	2jgb	5.61	4.9
27	1tog	3.22	4.51
28	2v7t	7.48	5.45
29	2vhw	5.09	3.75
30	2q88	5.8	3.26
31	2vmd	3.02	2.87
32	3c2o	3.35	3.26
33	2ihj	4.59	5.5
34	1e2k	4.94	3.47
35	1u1w	5.85	4.73
36	2bvd	6.0	6.35
37	2aac	2.22	4.48
38	1tok	2.47	4.47
39	1dy4	4.36	5.76
40	1uz4	3.4	5.62
41	1gww	4.28	3.87
42	1x8d	2.21	2.73
43	1ui0	7.06	3.13
44	1lrh	6.82	4.51
45	1nw5	5.21	4.5
46	1v1j	4.82	4.1
47	2qrk	4.26	3.59
48	1h46	3.57	5.36
49	1gx0	4.28	3.87
50	4ubp	5.59	4.87
51	1bcj	3.7	2.78
52	1toj	3.39	4.51
53	1ia1	7.47	6.1
54	1sg0	7.47	5.01
55	1t9b	6.9	6.52
56	1of6	6.05	4.21
57	1t40	7.96	6.78
58	1mmv	7.24	4.03
59	1r55	6.8	7.44
60	1p2y	5.0	6.39
61	1sq5	4.39	3.71
62	1u1c	5.37	6.36
63	1r9o	5.02	6.26
64	1s19	9.51	6.82
65	1of1	4.82	3.06
66	1v4s	6.44	6.47
