	PDB	Labels	Predictions
0	4fjk	6.55	5.7
1	2v7u	5.9	6.02
2	2hzl	6.57	4.02
3	2q89	6.3	5.65
4	1ukb	3.19	4.36
5	3c2f	2.0	5.3
6	2gz2	5.22	5.28
7	2v7v	6.66	5.72
8	3bu1	8.15	4.89
9	2qdt	5.19	4.69
10	1toi	4.05	4.26
11	2hzy	7.39	6.14
12	2pwd	4.4	5.25
13	2nsl	4.68	5.02
14	2qrl	4.0	4.34
15	2j4k	4.85	5.29
16	2cjp	3.1	4.75
17	1iup	2.54	3.5
18	2qry	8.64	5.98
19	2ihk	4.16	5.55
20	2nsj	4.79	5.07
21	2e2p	4.74	5.2
22	2pwg	4.82	5.53
23	2b3f	6.03	4.64
24	3brn	8.7	6.06
25	3c2r	3.11	3.98
26	2jgb	5.61	5.79
27	1tog	3.22	4.31
28	2v7t	7.48	5.96
29	2vhw	5.09	5.38
30	2q88	5.8	5.45
31	2vmd	3.02	3.42
32	3c2o	3.35	4.46
33	2ihj	4.59	5.78
34	1e2k	4.94	5.94
35	1u1w	5.85	5.14
36	2bvd	6.0	5.34
37	2aac	2.22	4.22
38	1tok	2.47	3.57
39	1dy4	4.36	6.52
40	1uz4	3.4	4.99
41	1gww	4.28	5.28
42	1x8d	2.21	4.62
43	1ui0	7.06	4.21
44	1lrh	6.82	5.25
45	1nw5	5.21	6.53
46	1v1j	4.82	4.06
47	2qrk	4.26	5.03
48	1h46	3.57	6.06
49	1gx0	4.28	5.28
50	4ubp	5.59	5.09
51	1bcj	3.7	3.99
52	1toj	3.39	4.17
53	1ia1	7.47	6.11
54	1sg0	7.47	5.44
55	1t9b	6.9	6.27
56	1of6	6.05	5.87
57	1t40	7.96	7.11
58	1mmv	7.24	5.82
59	1r55	6.8	5.79
60	1p2y	5.0	5.29
61	1sq5	4.39	5.24
62	1u1c	5.37	5.84
63	1r9o	5.02	5.84
64	1s19	9.51	6.8
65	1of1	4.82	6.34
66	1v4s	6.44	7.21
