	PDB	Labels	Predictions
0	4fjk	6.55	4.4
1	2v7u	5.9	4.39
2	2hzl	6.57	6.99
3	2q89	6.3	7.13
4	1ukb	3.19	3.1
5	3c2f	2.0	6.48
6	2gz2	5.22	3.88
7	2v7v	6.66	4.07
8	3bu1	8.15	3.86
9	2qdt	5.19	5.13
10	1toi	4.05	3.82
11	2hzy	7.39	5.29
12	2pwd	4.4	4.24
13	2nsl	4.68	5.36
14	2qrl	4.0	2.78
15	2j4k	4.85	3.36
16	2cjp	3.1	5.04
17	1iup	2.54	3.62
18	2qry	8.64	5.36
19	2ihk	4.16	4.74
20	2nsj	4.79	5.36
21	2e2p	4.74	4.93
22	2pwg	4.82	4.18
23	2b3f	6.03	5.62
24	3brn	8.7	4.11
25	3c2r	3.11	5.19
26	2jgb	5.61	5.1
27	1tog	3.22	3.82
28	2v7t	7.48	4.76
29	2vhw	5.09	4.85
30	2q88	5.8	5.96
31	2vmd	3.02	3.38
32	3c2o	3.35	4.94
33	2ihj	4.59	4.74
34	1e2k	4.94	4.16
35	1u1w	5.85	3.72
36	2bvd	6.0	5.42
37	2aac	2.22	4.47
38	1tok	2.47	3.63
39	1dy4	4.36	4.23
40	1uz4	3.4	4.75
41	1gww	4.28	4.32
42	1x8d	2.21	4.62
43	1ui0	7.06	4.2
44	1lrh	6.82	5.23
45	1nw5	5.21	3.95
46	1v1j	4.82	3.53
47	2qrk	4.26	4.17
48	1h46	3.57	4.28
49	1gx0	4.28	4.32
50	4ubp	5.59	5.73
51	1bcj	3.7	2.48
52	1toj	3.39	3.6
53	1ia1	7.47	5.39
54	1sg0	7.47	4.88
55	1t9b	6.9	5.35
56	1of6	6.05	3.66
57	1t40	7.96	7.12
58	1mmv	7.24	3.73
59	1r55	6.8	8.45
60	1p2y	5.0	4.15
61	1sq5	4.39	5.01
62	1u1c	5.37	6.55
63	1r9o	5.02	5.42
64	1s19	9.51	7.47
65	1of1	4.82	4.3
66	1v4s	6.44	5.53
