	PDB	Labels	Predictions
0	4fjk	6.55	6.03
1	2v7u	5.9	3.85
2	2hzl	6.57	1.22
3	2q89	6.3	7.39
4	1ukb	3.19	3.55
5	3c2f	2.0	6.11
6	2gz2	5.22	7.05
7	2v7v	6.66	3.4
8	3bu1	8.15	4.3
9	2qdt	5.19	5.59
10	1toi	4.05	5.45
11	2hzy	7.39	4.73
12	2pwd	4.4	5.59
13	2nsl	4.68	5.51
14	2qrl	4.0	2.52
15	2j4k	4.85	5.8
16	2cjp	3.1	3.49
17	1iup	2.54	3.72
18	2qry	8.64	4.01
19	2ihk	4.16	4.22
20	2nsj	4.79	5.51
21	2e2p	4.74	6.18
22	2pwg	4.82	7.0
23	2b3f	6.03	3.26
24	3brn	8.7	4.1
25	3c2r	3.11	5.33
26	2jgb	5.61	6.73
27	1tog	3.22	5.45
28	2v7t	7.48	5.23
29	2vhw	5.09	4.82
30	2q88	5.8	5.47
31	2vmd	3.02	4.63
32	3c2o	3.35	5.3
33	2ihj	4.59	4.22
34	1e2k	4.94	6.24
35	1u1w	5.85	4.97
36	2bvd	6.0	4.7
37	2aac	2.22	3.51
38	1tok	2.47	3.78
39	1dy4	4.36	7.33
40	1uz4	3.4	6.1
41	1gww	4.28	4.66
42	1x8d	2.21	3.68
43	1ui0	7.06	4.38
44	1lrh	6.82	3.17
45	1nw5	5.21	5.63
46	1v1j	4.82	3.47
47	2qrk	4.26	4.75
48	1h46	3.57	6.22
49	1gx0	4.28	4.66
50	4ubp	5.59	3.74
51	1bcj	3.7	7.6
52	1toj	3.39	5.45
53	1ia1	7.47	6.3
54	1sg0	7.47	5.21
55	1t9b	6.9	5.54
56	1of6	6.05	3.52
57	1t40	7.96	6.64
58	1mmv	7.24	4.06
59	1r55	6.8	6.15
60	1p2y	5.0	3.89
61	1sq5	4.39	3.93
62	1u1c	5.37	6.32
63	1r9o	5.02	5.02
64	1s19	9.51	7.03
65	1of1	4.82	6.44
66	1v4s	6.44	6.58
