	PDB	Labels	Predictions
0	4fjk	6.55	5.14
1	2v7u	5.9	5.19
2	2hzl	6.57	3.2
3	2q89	6.3	3.93
4	1ukb	3.19	3.94
5	3c2f	2.0	5.12
6	2gz2	5.22	5.17
7	2v7v	6.66	5.41
8	3bu1	8.15	4.19
9	2qdt	5.19	4.59
10	1toi	4.05	3.9
11	2hzy	7.39	5.9
12	2pwd	4.4	4.6
13	2nsl	4.68	4.78
14	2qrl	4.0	3.86
15	2j4k	4.85	4.64
16	2cjp	3.1	5.34
17	1iup	2.54	4.22
18	2qry	8.64	5.56
19	2ihk	4.16	5.3
20	2nsj	4.79	4.78
21	2e2p	4.74	5.04
22	2pwg	4.82	5.2
23	2b3f	6.03	3.22
24	3brn	8.7	3.93
25	3c2r	3.11	4.09
26	2jgb	5.61	5.84
27	1tog	3.22	3.9
28	2v7t	7.48	5.3
29	2vhw	5.09	4.82
30	2q88	5.8	3.53
31	2vmd	3.02	4.08
32	3c2o	3.35	4.02
33	2ihj	4.59	5.3
34	1e2k	4.94	4.74
35	1u1w	5.85	4.27
36	2bvd	6.0	3.77
37	2aac	2.22	3.69
38	1tok	2.47	3.74
39	1dy4	4.36	4.13
40	1uz4	3.4	4.73
41	1gww	4.28	3.78
42	1x8d	2.21	4.09
43	1ui0	7.06	3.78
44	1lrh	6.82	4.02
45	1nw5	5.21	4.36
46	1v1j	4.82	4.27
47	2qrk	4.26	5.28
48	1h46	3.57	3.96
49	1gx0	4.28	3.78
50	4ubp	5.59	3.69
51	1bcj	3.7	4.45
52	1toj	3.39	3.9
53	1ia1	7.47	4.92
54	1sg0	7.47	5.12
55	1t9b	6.9	5.72
56	1of6	6.05	4.01
57	1t40	7.96	6.87
58	1mmv	7.24	3.64
59	1r55	6.8	6.62
60	1p2y	5.0	4.75
61	1sq5	4.39	4.2
62	1u1c	5.37	4.38
63	1r9o	5.02	5.48
64	1s19	9.51	7.63
65	1of1	4.82	4.71
66	1v4s	6.44	6.56
