	PDB	Labels	Predictions
0	4fjk	6.55	6.35
1	2v7u	5.9	6.36
2	2hzl	6.57	4.92
3	2q89	6.3	5.33
4	1ukb	3.19	4.59
5	3c2f	2.0	5.36
6	2gz2	5.22	5.03
7	2v7v	6.66	5.85
8	3bu1	8.15	4.89
9	2qdt	5.19	5.72
10	1toi	4.05	4.52
11	2hzy	7.39	5.9
12	2pwd	4.4	5.68
13	2nsl	4.68	5.42
14	2qrl	4.0	4.87
15	2j4k	4.85	6.0
16	2cjp	3.1	5.75
17	1iup	2.54	4.2
18	2qry	8.64	7.39
19	2ihk	4.16	5.54
20	2nsj	4.79	5.3
21	2e2p	4.74	4.86
22	2pwg	4.82	6.03
23	2b3f	6.03	5.37
24	3brn	8.7	5.39
25	3c2r	3.11	5.03
26	2jgb	5.61	5.11
27	1tog	3.22	4.23
28	2v7t	7.48	6.52
29	2vhw	5.09	5.65
30	2q88	5.8	5.03
31	2vmd	3.02	3.92
32	3c2o	3.35	5.15
33	2ihj	4.59	5.89
34	1e2k	4.94	6.8
35	1u1w	5.85	4.61
36	2bvd	6.0	6.12
37	2aac	2.22	4.57
38	1tok	2.47	3.92
39	1dy4	4.36	6.48
40	1uz4	3.4	5.63
41	1gww	4.28	4.69
42	1x8d	2.21	4.77
43	1ui0	7.06	3.97
44	1lrh	6.82	5.78
45	1nw5	5.21	5.47
46	1v1j	4.82	5.38
47	2qrk	4.26	5.71
48	1h46	3.57	6.11
49	1gx0	4.28	5.13
50	4ubp	5.59	4.87
51	1bcj	3.7	3.99
52	1toj	3.39	4.55
53	1ia1	7.47	6.7
54	1sg0	7.47	5.37
55	1t9b	6.9	6.21
56	1of6	6.05	5.13
57	1t40	7.96	6.6
58	1mmv	7.24	5.36
59	1r55	6.8	5.64
60	1p2y	5.0	5.31
61	1sq5	4.39	5.49
62	1u1c	5.37	6.58
63	1r9o	5.02	6.31
64	1s19	9.51	7.5
65	1of1	4.82	6.21
66	1v4s	6.44	5.83
