	PDB	Labels	Predictions
0	4fjk	6.55	4.51
1	2v7u	5.9	5.71
2	2hzl	6.57	4.22
3	2q89	6.3	5.02
4	1ukb	3.19	4.24
5	3c2f	2.0	4.92
6	2gz2	5.22	5.22
7	2v7v	6.66	5.68
8	3bu1	8.15	5.04
9	2qdt	5.19	4.14
10	1toi	4.05	4.28
11	2hzy	7.39	4.61
12	2pwd	4.4	5.51
13	2nsl	4.68	4.88
14	2qrl	4.0	4.05
15	2j4k	4.85	5.12
16	2cjp	3.1	5.11
17	1iup	2.54	3.81
18	2qry	8.64	6.25
19	2ihk	4.16	6.13
20	2nsj	4.79	4.87
21	2e2p	4.74	5.03
22	2pwg	4.82	5.73
23	2b3f	6.03	4.48
24	3brn	8.7	4.99
25	3c2r	3.11	4.7
26	2jgb	5.61	5.32
27	1tog	3.22	4.14
28	2v7t	7.48	5.35
29	2vhw	5.09	5.76
30	2q88	5.8	4.99
31	2vmd	3.02	3.65
32	3c2o	3.35	4.66
33	2ihj	4.59	5.5
34	1e2k	4.94	5.65
35	1u1w	5.85	4.66
36	2bvd	6.0	4.93
37	2aac	2.22	3.51
38	1tok	2.47	4.18
39	1dy4	4.36	5.9
40	1uz4	3.4	4.53
41	1gww	4.28	5.6
42	1x8d	2.21	4.44
43	1ui0	7.06	3.81
44	1lrh	6.82	4.13
45	1nw5	5.21	5.37
46	1v1j	4.82	4.8
47	2qrk	4.26	4.63
48	1h46	3.57	6.3
49	1gx0	4.28	5.69
50	4ubp	5.59	3.94
51	1bcj	3.7	5.37
52	1toj	3.39	3.96
53	1ia1	7.47	5.66
54	1sg0	7.47	4.95
55	1t9b	6.9	6.66
56	1of6	6.05	5.01
57	1t40	7.96	6.52
58	1mmv	7.24	5.71
59	1r55	6.8	6.0
60	1p2y	5.0	4.74
61	1sq5	4.39	5.22
62	1u1c	5.37	5.78
63	1r9o	5.02	5.6
64	1s19	9.51	7.3
65	1of1	4.82	5.3
66	1v4s	6.44	5.14
