	PDB	Labels	Predictions
0	4fjk	6.55	6.55
1	2v7u	5.9	6.35
2	2hzl	6.57	4.95
3	2q89	6.3	5.73
4	1ukb	3.19	4.41
5	3c2f	2.0	5.26
6	2gz2	5.22	5.1
7	2v7v	6.66	5.95
8	3bu1	8.15	5.02
9	2qdt	5.19	5.37
10	1toi	4.05	4.78
11	2hzy	7.39	5.75
12	2pwd	4.4	5.65
13	2nsl	4.68	5.33
14	2qrl	4.0	4.72
15	2j4k	4.85	6.03
16	2cjp	3.1	5.42
17	1iup	2.54	4.18
18	2qry	8.64	7.07
19	2ihk	4.16	5.47
20	2nsj	4.79	5.25
21	2e2p	4.74	5.1
22	2pwg	4.82	6.08
23	2b3f	6.03	5.55
24	3brn	8.7	5.15
25	3c2r	3.11	5.13
26	2jgb	5.61	5.17
27	1tog	3.22	4.5
28	2v7t	7.48	6.31
29	2vhw	5.09	5.81
30	2q88	5.8	5.37
31	2vmd	3.02	3.86
32	3c2o	3.35	4.81
33	2ihj	4.59	6.03
34	1e2k	4.94	6.62
35	1u1w	5.85	4.76
36	2bvd	6.0	5.98
37	2aac	2.22	4.57
38	1tok	2.47	4.02
39	1dy4	4.36	6.74
40	1uz4	3.4	5.6
41	1gww	4.28	4.97
42	1x8d	2.21	4.52
43	1ui0	7.06	4.0
44	1lrh	6.82	5.39
45	1nw5	5.21	5.51
46	1v1j	4.82	5.7
47	2qrk	4.26	5.59
48	1h46	3.57	6.33
49	1gx0	4.28	5.5
50	4ubp	5.59	4.77
51	1bcj	3.7	3.99
52	1toj	3.39	4.61
53	1ia1	7.47	6.59
54	1sg0	7.47	5.51
55	1t9b	6.9	6.33
56	1of6	6.05	5.18
57	1t40	7.96	6.54
58	1mmv	7.24	4.97
59	1r55	6.8	5.69
60	1p2y	5.0	5.23
61	1sq5	4.39	5.35
62	1u1c	5.37	6.25
63	1r9o	5.02	6.38
64	1s19	9.51	7.69
65	1of1	4.82	6.12
66	1v4s	6.44	6.32
