	PDB	Labels	Predictions
0	4fjk	6.55	5.35
1	2v7u	5.9	5.25
2	2hzl	6.57	4.34
3	2q89	6.3	5.33
4	1ukb	3.19	4.22
5	3c2f	2.0	4.52
6	2gz2	5.22	4.61
7	2v7v	6.66	4.65
8	3bu1	8.15	4.29
9	2qdt	5.19	5.18
10	1toi	4.05	5.08
11	2hzy	7.39	5.2
12	2pwd	4.4	5.42
13	2nsl	4.68	4.59
14	2qrl	4.0	4.48
15	2j4k	4.85	4.72
16	2cjp	3.1	4.81
17	1iup	2.54	4.23
18	2qry	8.64	6.48
19	2ihk	4.16	5.0
20	2nsj	4.79	4.74
21	2e2p	4.74	4.95
22	2pwg	4.82	5.02
23	2b3f	6.03	4.43
24	3brn	8.7	3.97
25	3c2r	3.11	4.75
26	2jgb	5.61	5.79
27	1tog	3.22	5.14
28	2v7t	7.48	5.32
29	2vhw	5.09	4.96
30	2q88	5.8	5.44
31	2vmd	3.02	3.52
32	3c2o	3.35	4.73
33	2ihj	4.59	5.35
34	1e2k	4.94	5.43
35	1u1w	5.85	4.57
36	2bvd	6.0	5.35
37	2aac	2.22	4.46
38	1tok	2.47	4.15
39	1dy4	4.36	6.01
40	1uz4	3.4	5.05
41	1gww	4.28	5.05
42	1x8d	2.21	4.02
43	1ui0	7.06	4.29
44	1lrh	6.82	5.34
45	1nw5	5.21	5.13
46	1v1j	4.82	3.93
47	2qrk	4.26	4.81
48	1h46	3.57	6.07
49	1gx0	4.28	5.02
50	4ubp	5.59	4.91
51	1bcj	3.7	5.4
52	1toj	3.39	5.07
53	1ia1	7.47	6.45
54	1sg0	7.47	5.9
55	1t9b	6.9	5.5
56	1of6	6.05	4.83
57	1t40	7.96	6.75
58	1mmv	7.24	4.68
59	1r55	6.8	5.85
60	1p2y	5.0	4.79
61	1sq5	4.39	4.51
62	1u1c	5.37	5.57
63	1r9o	5.02	5.98
64	1s19	9.51	7.4
65	1of1	4.82	5.45
66	1v4s	6.44	5.33
