	PDB	Labels	Predictions
0	4fjk	6.55	4.75
1	2v7u	5.9	5.73
2	2hzl	6.57	4.31
3	2q89	6.3	6.03
4	1ukb	3.19	3.22
5	3c2f	2.0	3.56
6	2gz2	5.22	5.26
7	2v7v	6.66	5.75
8	3bu1	8.15	3.92
9	2qdt	5.19	4.9
10	1toi	4.05	4.98
11	2hzy	7.39	7.12
12	2pwd	4.4	5.72
13	2nsl	4.68	6.44
14	2qrl	4.0	4.83
15	2j4k	4.85	4.45
16	2cjp	3.1	5.24
17	1iup	2.54	4.06
18	2qry	8.64	7.11
19	2ihk	4.16	4.9
20	2nsj	4.79	6.44
21	2e2p	4.74	5.59
22	2pwg	4.82	5.72
23	2b3f	6.03	5.38
24	3brn	8.7	3.96
25	3c2r	3.11	2.95
26	2jgb	5.61	6.8
27	1tog	3.22	4.98
28	2v7t	7.48	5.81
29	2vhw	5.09	6.25
30	2q88	5.8	6.14
31	2vmd	3.02	5.12
32	3c2o	3.35	2.89
33	2ihj	4.59	4.9
34	1e2k	4.94	5.41
35	1u1w	5.85	3.43
36	2bvd	6.0	6.53
37	2aac	2.22	5.28
38	1tok	2.47	4.89
39	1dy4	4.36	6.27
40	1uz4	3.4	6.4
41	1gww	4.28	3.76
42	1x8d	2.21	5.34
43	1ui0	7.06	3.13
44	1lrh	6.82	4.56
45	1nw5	5.21	5.1
46	1v1j	4.82	5.12
47	2qrk	4.26	6.41
48	1h46	3.57	4.79
49	1gx0	4.28	3.76
50	4ubp	5.59	6.07
51	1bcj	3.7	5.24
52	1toj	3.39	4.98
53	1ia1	7.47	4.63
54	1sg0	7.47	4.72
55	1t9b	6.9	7.18
56	1of6	6.05	3.91
57	1t40	7.96	7.4
58	1mmv	7.24	4.82
59	1r55	6.8	5.56
60	1p2y	5.0	4.18
61	1sq5	4.39	5.69
62	1u1c	5.37	6.07
63	1r9o	5.02	5.44
64	1s19	9.51	7.05
65	1of1	4.82	5.41
66	1v4s	6.44	6.51
