	PDB	Labels	Predictions
0	4fjk	6.55	7.02
1	2v7u	5.9	4.6
2	2hzl	6.57	4.72
3	2q89	6.3	2.52
4	1ukb	3.19	3.41
5	3c2f	2.0	4.56
6	2gz2	5.22	3.99
7	2v7v	6.66	5.44
8	3bu1	8.15	4.92
9	2qdt	5.19	5.54
10	1toi	4.05	3.55
11	2hzy	7.39	4.16
12	2pwd	4.4	4.52
13	2nsl	4.68	3.47
14	2qrl	4.0	4.23
15	2j4k	4.85	4.49
16	2cjp	3.1	4.64
17	1iup	2.54	3.4
18	2qry	8.64	5.31
19	2ihk	4.16	4.65
20	2nsj	4.79	3.45
21	2e2p	4.74	6.13
22	2pwg	4.82	4.38
23	2b3f	6.03	3.94
24	3brn	8.7	5.47
25	3c2r	3.11	4.42
26	2jgb	5.61	5.39
27	1tog	3.22	3.66
28	2v7t	7.48	5.44
29	2vhw	5.09	5.2
30	2q88	5.8	2.91
31	2vmd	3.02	2.78
32	3c2o	3.35	4.38
33	2ihj	4.59	4.57
34	1e2k	4.94	6.56
35	1u1w	5.85	4.04
36	2bvd	6.0	2.5
37	2aac	2.22	4.02
38	1tok	2.47	3.94
39	1dy4	4.36	5.37
40	1uz4	3.4	5.76
41	1gww	4.28	4.34
42	1x8d	2.21	4.49
43	1ui0	7.06	3.74
44	1lrh	6.82	5.1
45	1nw5	5.21	4.41
46	1v1j	4.82	6.47
47	2qrk	4.26	4.18
48	1h46	3.57	7.34
49	1gx0	4.28	4.32
50	4ubp	5.59	3.26
51	1bcj	3.7	3.48
52	1toj	3.39	3.58
53	1ia1	7.47	5.28
54	1sg0	7.47	4.27
55	1t9b	6.9	4.66
56	1of6	6.05	4.05
57	1t40	7.96	5.61
58	1mmv	7.24	2.96
59	1r55	6.8	6.04
60	1p2y	5.0	6.13
61	1sq5	4.39	5.51
62	1u1c	5.37	6.06
63	1r9o	5.02	3.21
64	1s19	9.51	6.9
65	1of1	4.82	6.69
66	1v4s	6.44	8.3
