	PDB	Labels	Predictions
0	4fjk	6.55	5.13
1	2v7u	5.9	5.12
2	2hzl	6.57	3.79
3	2q89	6.3	4.93
4	1ukb	3.19	4.9
5	3c2f	2.0	5.38
6	2gz2	5.22	5.42
7	2v7v	6.66	4.79
8	3bu1	8.15	2.51
9	2qdt	5.19	5.99
10	1toi	4.05	4.08
11	2hzy	7.39	4.19
12	2pwd	4.4	5.41
13	2nsl	4.68	5.67
14	2qrl	4.0	4.87
15	2j4k	4.85	5.26
16	2cjp	3.1	4.32
17	1iup	2.54	6.6
18	2qry	8.64	7.08
19	2ihk	4.16	3.13
20	2nsj	4.79	5.67
21	2e2p	4.74	4.83
22	2pwg	4.82	5.55
23	2b3f	6.03	3.15
24	3brn	8.7	7.68
25	3c2r	3.11	3.38
26	2jgb	5.61	6.27
27	1tog	3.22	4.08
28	2v7t	7.48	5.43
29	2vhw	5.09	4.71
30	2q88	5.8	4.47
31	2vmd	3.02	5.85
32	3c2o	3.35	3.83
33	2ihj	4.59	3.13
34	1e2k	4.94	5.55
35	1u1w	5.85	4.68
36	2bvd	6.0	4.49
37	2aac	2.22	3.46
38	1tok	2.47	3.44
39	1dy4	4.36	5.87
40	1uz4	3.4	4.98
41	1gww	4.28	3.98
42	1x8d	2.21	4.47
43	1ui0	7.06	5.08
44	1lrh	6.82	5.49
45	1nw5	5.21	5.9
46	1v1j	4.82	5.08
47	2qrk	4.26	5.54
48	1h46	3.57	5.18
49	1gx0	4.28	3.98
50	4ubp	5.59	5.06
51	1bcj	3.7	2.28
52	1toj	3.39	4.08
53	1ia1	7.47	4.82
54	1sg0	7.47	3.76
55	1t9b	6.9	7.18
56	1of6	6.05	4.53
57	1t40	7.96	7.39
58	1mmv	7.24	4.45
59	1r55	6.8	6.43
60	1p2y	5.0	3.19
61	1sq5	4.39	6.23
62	1u1c	5.37	5.87
63	1r9o	5.02	4.69
64	1s19	9.51	8.13
65	1of1	4.82	5.41
66	1v4s	6.44	5.71
