	PDB	Labels	Predictions
0	4fjk	6.55	5.55
1	2v7u	5.9	7.05
2	2hzl	6.57	5.47
3	2q89	6.3	5.64
4	1ukb	3.19	5.51
5	3c2f	2.0	5.23
6	2gz2	5.22	5.35
7	2v7v	6.66	5.86
8	3bu1	8.15	5.51
9	2qdt	5.19	5.31
10	1toi	4.05	5.41
11	2hzy	7.39	5.58
12	2pwd	4.4	5.5
13	2nsl	4.68	5.54
14	2qrl	4.0	5.25
15	2j4k	4.85	5.52
16	2cjp	3.1	5.52
17	1iup	2.54	4.99
18	2qry	8.64	6.29
19	2ihk	4.16	5.8
20	2nsj	4.79	5.56
21	2e2p	4.74	5.66
22	2pwg	4.82	5.61
23	2b3f	6.03	5.55
24	3brn	8.7	5.77
25	3c2r	3.11	5.43
26	2jgb	5.61	5.43
27	1tog	3.22	5.47
28	2v7t	7.48	6.68
29	2vhw	5.09	6.16
30	2q88	5.8	5.75
31	2vmd	3.02	4.88
32	3c2o	3.35	5.47
33	2ihj	4.59	5.85
34	1e2k	4.94	6.35
35	1u1w	5.85	5.68
36	2bvd	6.0	5.71
37	2aac	2.22	5.49
38	1tok	2.47	5.35
39	1dy4	4.36	5.71
40	1uz4	3.4	5.61
41	1gww	4.28	5.47
42	1x8d	2.21	5.44
43	1ui0	7.06	5.47
44	1lrh	6.82	5.6
45	1nw5	5.21	6.09
46	1v1j	4.82	5.5
47	2qrk	4.26	5.23
48	1h46	3.57	5.63
49	1gx0	4.28	5.51
50	4ubp	5.59	5.34
51	1bcj	3.7	4.97
52	1toj	3.39	5.43
53	1ia1	7.47	5.99
54	1sg0	7.47	5.47
55	1t9b	6.9	6.06
56	1of6	6.05	5.75
57	1t40	7.96	6.66
58	1mmv	7.24	5.46
59	1r55	6.8	5.87
60	1p2y	5.0	5.52
61	1sq5	4.39	5.51
62	1u1c	5.37	6.16
63	1r9o	5.02	5.57
64	1s19	9.51	7.37
65	1of1	4.82	6.25
66	1v4s	6.44	6.91
