	PDB	Labels	Predictions
0	4fjk	6.55	4.87
1	2v7u	5.9	6.27
2	2hzl	6.57	4.16
3	2q89	6.3	6.08
4	1ukb	3.19	4.64
5	3c2f	2.0	4.99
6	2gz2	5.22	4.77
7	2v7v	6.66	6.01
8	3bu1	8.15	4.67
9	2qdt	5.19	4.25
10	1toi	4.05	4.35
11	2hzy	7.39	6.46
12	2pwd	4.4	5.01
13	2nsl	4.68	5.3
14	2qrl	4.0	4.5
15	2j4k	4.85	4.97
16	2cjp	3.1	4.83
17	1iup	2.54	3.52
18	2qry	8.64	6.21
19	2ihk	4.16	5.37
20	2nsj	4.79	5.48
21	2e2p	4.74	4.89
22	2pwg	4.82	4.82
23	2b3f	6.03	5.15
24	3brn	8.7	6.56
25	3c2r	3.11	4.35
26	2jgb	5.61	5.85
27	1tog	3.22	4.34
28	2v7t	7.48	6.02
29	2vhw	5.09	5.4
30	2q88	5.8	5.85
31	2vmd	3.02	3.82
32	3c2o	3.35	4.7
33	2ihj	4.59	5.21
34	1e2k	4.94	6.47
35	1u1w	5.85	6.0
36	2bvd	6.0	5.63
37	2aac	2.22	4.42
38	1tok	2.47	4.1
39	1dy4	4.36	6.54
40	1uz4	3.4	5.3
41	1gww	4.28	4.76
42	1x8d	2.21	5.31
43	1ui0	7.06	4.86
44	1lrh	6.82	5.6
45	1nw5	5.21	5.54
46	1v1j	4.82	4.05
47	2qrk	4.26	4.26
48	1h46	3.57	6.03
49	1gx0	4.28	4.74
50	4ubp	5.59	4.62
51	1bcj	3.7	5.06
52	1toj	3.39	4.49
53	1ia1	7.47	6.02
54	1sg0	7.47	5.25
55	1t9b	6.9	6.25
56	1of6	6.05	6.17
57	1t40	7.96	7.32
58	1mmv	7.24	4.87
59	1r55	6.8	5.6
60	1p2y	5.0	4.1
61	1sq5	4.39	4.75
62	1u1c	5.37	5.92
63	1r9o	5.02	5.41
64	1s19	9.51	8.68
65	1of1	4.82	6.5
66	1v4s	6.44	7.56
