	PDB	Labels	Predictions
0	4fjk	6.55	6.49
1	2v7u	5.9	4.98
2	2hzl	6.57	4.61
3	2q89	6.3	3.38
4	1ukb	3.19	2.68
5	3c2f	2.0	4.54
6	2gz2	5.22	4.89
7	2v7v	6.66	3.77
8	3bu1	8.15	2.73
9	2qdt	5.19	5.14
10	1toi	4.05	4.51
11	2hzy	7.39	5.69
12	2pwd	4.4	4.69
13	2nsl	4.68	3.48
14	2qrl	4.0	5.25
15	2j4k	4.85	3.92
16	2cjp	3.1	4.73
17	1iup	2.54	2.46
18	2qry	8.64	4.57
19	2ihk	4.16	6.54
20	2nsj	4.79	3.48
21	2e2p	4.74	4.2
22	2pwg	4.82	4.68
23	2b3f	6.03	5.32
24	3brn	8.7	4.32
25	3c2r	3.11	3.6
26	2jgb	5.61	5.66
27	1tog	3.22	4.51
28	2v7t	7.48	5.04
29	2vhw	5.09	4.8
30	2q88	5.8	3.02
31	2vmd	3.02	2.75
32	3c2o	3.35	2.95
33	2ihj	4.59	6.54
34	1e2k	4.94	6.09
35	1u1w	5.85	3.03
36	2bvd	6.0	7.39
37	2aac	2.22	3.49
38	1tok	2.47	3.91
39	1dy4	4.36	5.74
40	1uz4	3.4	4.84
41	1gww	4.28	4.61
42	1x8d	2.21	3.22
43	1ui0	7.06	3.92
44	1lrh	6.82	3.84
45	1nw5	5.21	4.58
46	1v1j	4.82	3.98
47	2qrk	4.26	5.77
48	1h46	3.57	4.95
49	1gx0	4.28	4.61
50	4ubp	5.59	4.76
51	1bcj	3.7	3.5
52	1toj	3.39	4.51
53	1ia1	7.47	4.79
54	1sg0	7.47	3.95
55	1t9b	6.9	7.47
56	1of6	6.05	5.0
57	1t40	7.96	6.99
58	1mmv	7.24	4.4
59	1r55	6.8	6.16
60	1p2y	5.0	5.53
61	1sq5	4.39	6.03
62	1u1c	5.37	6.33
63	1r9o	5.02	5.07
64	1s19	9.51	7.62
65	1of1	4.82	6.05
66	1v4s	6.44	7.24
