	PDB	Labels	Predictions
0	4fjk	6.55	4.61
1	2v7u	5.9	4.32
2	2hzl	6.57	3.51
3	2q89	6.3	5.23
4	1ukb	3.19	3.48
5	3c2f	2.0	5.13
6	2gz2	5.22	4.56
7	2v7v	6.66	5.11
8	3bu1	8.15	3.75
9	2qdt	5.19	6.06
10	1toi	4.05	5.01
11	2hzy	7.39	4.82
12	2pwd	4.4	4.5
13	2nsl	4.68	5.3
14	2qrl	4.0	3.95
15	2j4k	4.85	4.33
16	2cjp	3.1	3.69
17	1iup	2.54	5.84
18	2qry	8.64	6.1
19	2ihk	4.16	5.14
20	2nsj	4.79	5.3
21	2e2p	4.74	5.34
22	2pwg	4.82	4.88
23	2b3f	6.03	3.16
24	3brn	8.7	4.4
25	3c2r	3.11	4.43
26	2jgb	5.61	6.28
27	1tog	3.22	5.01
28	2v7t	7.48	5.17
29	2vhw	5.09	3.9
30	2q88	5.8	5.52
31	2vmd	3.02	3.9
32	3c2o	3.35	4.46
33	2ihj	4.59	5.14
34	1e2k	4.94	4.25
35	1u1w	5.85	4.62
36	2bvd	6.0	4.43
37	2aac	2.22	3.76
38	1tok	2.47	3.87
39	1dy4	4.36	5.32
40	1uz4	3.4	3.66
41	1gww	4.28	4.45
42	1x8d	2.21	3.27
43	1ui0	7.06	4.78
44	1lrh	6.82	4.23
45	1nw5	5.21	4.67
46	1v1j	4.82	5.46
47	2qrk	4.26	5.33
48	1h46	3.57	5.88
49	1gx0	4.28	4.45
50	4ubp	5.59	6.68
51	1bcj	3.7	4.07
52	1toj	3.39	5.01
53	1ia1	7.47	5.69
54	1sg0	7.47	4.09
55	1t9b	6.9	6.8
56	1of6	6.05	4.87
57	1t40	7.96	6.76
58	1mmv	7.24	3.78
59	1r55	6.8	7.01
60	1p2y	5.0	5.09
61	1sq5	4.39	4.59
62	1u1c	5.37	5.43
63	1r9o	5.02	6.02
64	1s19	9.51	7.75
65	1of1	4.82	3.29
66	1v4s	6.44	6.62
