	PDB	Labels	Predictions
0	4fjk	6.55	5.12
1	2v7u	5.9	5.54
2	2hzl	6.57	4.23
3	2q89	6.3	5.1
4	1ukb	3.19	4.24
5	3c2f	2.0	4.85
6	2gz2	5.22	4.73
7	2v7v	6.66	4.89
8	3bu1	8.15	4.12
9	2qdt	5.19	4.79
10	1toi	4.05	5.02
11	2hzy	7.39	4.95
12	2pwd	4.4	5.37
13	2nsl	4.68	4.82
14	2qrl	4.0	4.62
15	2j4k	4.85	4.95
16	2cjp	3.1	5.09
17	1iup	2.54	4.59
18	2qry	8.64	6.03
19	2ihk	4.16	5.77
20	2nsj	4.79	4.92
21	2e2p	4.74	5.0
22	2pwg	4.82	5.27
23	2b3f	6.03	4.36
24	3brn	8.7	4.81
25	3c2r	3.11	4.3
26	2jgb	5.61	5.89
27	1tog	3.22	5.12
28	2v7t	7.48	5.53
29	2vhw	5.09	4.94
30	2q88	5.8	5.05
31	2vmd	3.02	3.46
32	3c2o	3.35	4.49
33	2ihj	4.59	5.69
34	1e2k	4.94	5.76
35	1u1w	5.85	5.23
36	2bvd	6.0	5.97
37	2aac	2.22	4.27
38	1tok	2.47	4.37
39	1dy4	4.36	6.11
40	1uz4	3.4	5.2
41	1gww	4.28	4.63
42	1x8d	2.21	3.92
43	1ui0	7.06	4.53
44	1lrh	6.82	5.45
45	1nw5	5.21	5.08
46	1v1j	4.82	4.44
47	2qrk	4.26	4.72
48	1h46	3.57	5.99
49	1gx0	4.28	4.64
50	4ubp	5.59	5.2
51	1bcj	3.7	5.22
52	1toj	3.39	5.1
53	1ia1	7.47	6.41
54	1sg0	7.47	5.85
55	1t9b	6.9	5.76
56	1of6	6.05	4.81
57	1t40	7.96	6.89
58	1mmv	7.24	5.0
59	1r55	6.8	6.07
60	1p2y	5.0	5.03
61	1sq5	4.39	4.38
62	1u1c	5.37	5.29
63	1r9o	5.02	6.1
64	1s19	9.51	7.21
65	1of1	4.82	5.74
66	1v4s	6.44	5.25
